Ort,Datum,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl,Link zum Bericht
Neutraubling,22.01.2024,250.0,,https://www.mittelbayerische.de/lokales/landkreis-regensburg/afd-kundgebung-in-neutraubling-verlaeuft-friedlich-15273959
Paderborn,22.01.2024,5000.0,,https://www.nw.de/lokal/kreis_paderborn/paderborn/23762436_Mehr-als-5.000-Teilnehmer-setzen-in-Paderborn-ein-Zeichen-gegen-rechts.html
Schriesheim,22.01.2024,500.0,,"https://www.mannheimer-morgen.de/meinung_artikel,-meinung-schriesheim-kann-stolz-sein-auf-seine-buergerschaft-_arid,2168687.html"
Soest,22.01.2024,3500.0,,https://www.soester-anzeiger.de/lokales/soest/soest-bunt-gesicht-3500-demo-rechts-protest-intoleranz-faschismus-92790258.html
Weiden in der Oberpfalz,22.01.2024,2500.0,,https://www.onetz.de/oberpfalz/weiden-oberpfalz/gemeinsam-gegen-rechtsruck-2500-demonstranten-weidens-altstadt-id4590873.html
Weimar,22.01.2024,3000.0,,https://www.mdr.de/nachrichten/thueringen/demonstration-weimar-protest-polizei-100.html
Zittau,22.01.2024,400.0,,https://www.radiolausitz.de/beitrag/zwei-demos-in-zittau-811350/
Darmstadt,23.01.2024,17000.0,,https://taz.de/Nach-Enthuellungen-ueber-Deportationsplaene/!5987883/
Eitorf,23.01.2024,3000.0,,https://www.ksta.de/region/rhein-sieg-bonn/eitorf-windeck/eitorf-tausende-demonstranten-gegen-buergerdialog-der-afd-erwartet-724477
Freising,23.01.2024,3500.0,,https://www.merkur.de/lokales/freising/freising-ort28692/demo-gegen-rechts-lockt-ueber-3500-buerger-nach-freising-92792161.html
Heilbronn,23.01.2024,10000.0,16000.0,https://www.echo24.de/heilbronn/demo-heilbronn-gemeinsam-gegen-rechts-demokratie-bilder-ausmass-marktplatz-kiliansplatz-polizei-92792244.html
Rottenburg,23.01.2024,3500.0,4000.0,https://www.swr.de/swraktuell/baden-wuerttemberg/tuebingen/demo-gegen-rechtsextremismus-rottenburg-eugen-bolz-gedenktag-100.html
Schwerin,23.01.2024,2600.0,,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Schwerin-fuer-alle-2600-Menschen-bei-Kundgebung,demoschwerin130.html"
Chemnitz,24.01.2024,2100.0,2500.0,https://www.mdr.de/nachrichten/sachsen/chemnitz/chemnitz-stollberg/demokratie-demo-rechtsextremismus-100.html
Dessau-Roßlau,24.01.2024,1000.0,,https://www.bmuv.de/rede/rede-von-bundesumweltministerin-steffi-lemke-zur-demonstration-bunt-bewegt-am-24-januar-2024-an-der-friedensglocke-in-dessau-rosslau
Gronau (Leine),24.01.2024,500.0,,https://www.hildesheimer-allgemeine.de/meldung/500-menschen-kommen-zur-mahnwache-gegen-rechts-in-gronau.html
Heiligenberg,24.01.2024,100.0,,"https://www.suedkurier.de/region/bodenseekreis/heiligenberg/afd-windkraftgegnern-blaest-der-wind-der-gegendemonstranten-entgegen;art372476,11873519"
Konstanz,24.01.2024,14000.0,20000.0,https://www.swr.de/swraktuell/baden-wuerttemberg/friedrichshafen/demo-gegen-rechts-in-konstanz-am-mittwoch-100.html
Landshut,24.01.2024,7000.0,7000.0,https://www.radio-trausnitz.de/grosse-demo-in-landshut-289851/
Meppen,24.01.2024,4000.0,,https://www.noz.de/lokales/meppen/artikel/tausende-menschen-demonstrieren-in-meppen-gegen-rechts-46327495
Neustadt am Rennsteig,24.01.2024,100.0,,https://www.n-tv.de/mediathek/videos/politik/Hoecke-Auftritt-zieht-laute-Menge-in-kleines-Ortchen-article24687588.html
Norden,24.01.2024,2000.0,,https://www.oz-online.de/artikel/1438227/Mehr-als-2000-Menschen-setzten-in-Norden-Zeichen
Norderney,24.01.2024,550.0,,"https://www.ndr.de/nachrichten/niedersachsen/oldenburg_ostfriesland/Hunderte-bei-Demo-gegen-Rechtsextremismus-auf-Norderney,aktuelloldenburg14580.html"
Oberhausen,24.01.2024,5000.0,,https://www.waz.de/staedte/oberhausen/5000-oberhausener-nehmen-an-demo-gegen-rechtsextreme-teil-id241497620.html
Schorndorf,24.01.2024,3000.0,3000.0,https://www.tagesschau.de/inland/regional/badenwuerttemberg/swr-rund-3-000-gegendemonstranten-bei-afd-veranstaltung-in-schorndorf-100.html
Weißenburg,24.01.2024,1500.0,,https://www.nn.de/region/wei%C3%9Fenburg/nie-wieder-ist-jetzt-etwa-1500-menschen-demonstrierten-in-weissenburg-gegen-rechts-1.13989335
Witten,24.01.2024,4000.0,,https://www.waz.de/staedte/witten/so-laeuft-die-grosse-demonstration-gegen-die-afd-in-witten-id241497236.html
Eichstätt,25.01.2024,900.0,,https://www.donaukurier.de/lokales/landkreis-eichstaett/demo-mit-mehr-als-900-menschen-auf-dem-eichstaetter-marktplatz-gegen-rechts-15296459
Hagen,25.01.2024,5000.0,,https://www.wp.de/staedte/hagen/protest-gegen-rechts-grossdemo-am-donnerstag-in-hagen-id241495168.html
Hagen am Teutoburger Wald,25.01.2024,1800.0,,https://www.hagen-atw.de/Aktuelles/Hagener-Mahnwache-niewiederistjetzt.html?
Kempten,25.01.2024,1750.0,,https://www.allgaeuer-zeitung.de/allgaeu/kempten/demo-gegen-rechts-in-kempten-heute-25-1-2024_arid-691928
Meiningen,25.01.2024,150.0,,https://www.insuedthueringen.de/inhalt.fluechtlinge-willkommen-anonyme-drohung-vor-der-demo.94903818-c5cf-456d-a17c-9d4ff3f46b66.html
Mönchengladbach,25.01.2024,5000.0,,https://rp-online.de/nrw/staedte/moenchengladbach/moenchengladbach-so-verlaeuft-die-demo-gegen-rechtsextremismus_aid-105391815
Mühlhausen,25.01.2024,500.0,,https://www.mdr.de/nachrichten/thueringen/nord-thueringen/unstrut-hainich/demo-muehlhusen-demokratie-verteidigen-afd-100.html
Ochtrup,25.01.2024,500.0,,https://www.muensterschezeitung.de/lokales/staedte/steinfurt/ochtruper-demonstrieren-gegen-die-afd-2907138?npg=
Rostock,25.01.2024,6500.0,9500.0,https://www.zeit.de/news/2024-01/25/tausende-gehen-in-rostock-gegen-rassismus-auf-die-strasse
Siegen,25.01.2024,5000.0,,https://www.siegener-zeitung.de/lokales/siegerland/siegen/siegen-tausende-demonstrieren-am-bismarckplatz-unter-dem-motto-nie-wieder-ist-jetzt-gegen-rechts-7KK2ICT545G7XNSB7NDP5PKSNA.html
Stapelburg,25.01.2024,250.0,,https://www.tag24.de/thema/demonstration/bei-vergangenen-protesten-fuer-demokratie-21-000-teilnehmer-in-sachsen-anhalt-3080338
Weidenau,25.01.2024,5000.0,,https://www.siegener-zeitung.de/lokales/siegerland/siegen/siegen-liveticker-zur-demo-gegen-rechts-am-donnerstag-alle-infos-5Y34XM3RGBAKBATF7GQ4RCWC6U.html
Wiesbaden,25.01.2024,15000.0,,https://www.wiesbadener-kurier.de/lokales/wiesbaden/stadt-wiesbaden/demo-gegen-rechts-in-wiesbaden-viele-teilnehmer-erwartet-3242338
Ahrensfelde,26.01.2024,150.0,,https://www.moz.de/lokales/bernau/demo-gegen-rechts-protest-in-ahrensfelde-gegen-afd-veranstaltung-mit-beatrix-von-storch-72978927.html
Apolda,26.01.2024,250.0,400.0,https://www.thueringer-allgemeine.de/regionen/weimar-und-weimarer-land/article241513942/Nie-wieder-ist-jetzt-friedliche-Demonstration-auf-dem-Markt-in-Apolda.html
Bad Säckingen,26.01.2024,700.0,,"https://www.suedkurier.de/region/hochrhein/bad-saeckingen/bad-saeckingen-demonstriert-gegen-hass-und-ausgrenzung-fuer-dialog-und-demokratie;art372588,11876393"
Bad Salzungen,26.01.2024,200.0,,https://www.zeit.de/news/2024-01/27/mehrere-proteste-in-gera-zahlreiche-demonstranten
Bad Waldsee,26.01.2024,1000.0,,https://www.schwaebische.de/regional/oberschwaben/bad-waldsee/demonstration-bad-waldsee-bietet-rechtsradikalismus-die-stirn-2226393
Beckum,26.01.2024,1500.0,2000.0,https://www.radiowaf.de/nachrichten/kreis-warendorf/detailansicht/beckum-setzt-heute-ein-zeichen-gegen-rechts.html
Borna,26.01.2024,300.0,,https://www.lvz.de/lokales/leipzig-lk/borna/borna-demo-gegen-rechts-und-afd-auf-dem-markt-mit-300-menschen-QTP62V3YMBAKTPLRSLWP3ATAMY.html
Bramsche,26.01.2024,1200.0,,https://www.noz.de/lokales/bramsche/artikel/1200-bramscher-bei-demo-gegen-rechts-auf-dem-kirchplatz-46347565
Brühl,26.01.2024,2500.0,5000.0,"https://www.ksta.de/region/rhein-erft/bruehl/bruehl-tausende-teilnehmer-bei-demo-gegen-rechtsextremismus-727201#:~:text=Die%20Polizei%20sprach%20von%20etwa,„Unser%20Land%20bleibt%20bunt!“"
Burgdorf,26.01.2024,700.0,,https://www.haz.de/lokales/umland/burgdorf/burgdorf-700-menschen-bei-demo-gegen-rechts-auf-dem-spittaplatz-PA3CL6YOVRB4JI2AQLQZ5IBUR4.html
Delbrück,26.01.2024,1200.0,1800.0,https://www.westfalen-blatt.de/owl/kreis-paderborn/delbrueck/rechtsextremismus-afd-demonstration-protest-stadthalle-2908317?pid=true
Dorsten,26.01.2024,5000.0,,https://www.dorstenerzeitung.de/dorsten/dorstener-demonstrieren-fuer-die-demokratie-kundgebung-auf-dem-marktplatz-im-livestream-w834799-p-4001059439/
Eppingen,26.01.2024,550.0,600.0,https://www.stimme.de/regional/kraichgau/nachrichten/kundgebung-gegen-rechts-eppingen-marktplatz-rathaus-art-4883755
Espelkamp,26.01.2024,650.0,,https://www.nw.de/lokal/kreis_minden_luebbecke/espelkamp/23766381_Espelkamp-steht-auf-gegen-Rechtsextremismus.html
Ettlingen-Oberweier,26.01.2024,1000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/protest-gegen-afd-buergerdialog-in-ettlingen-100.html
Frankfurt am Main,26.01.2024,2000.0,,"https://www.hessenschau.de/gesellschaft/frankfurt-und-marburg-erneut-tausende-bei-demos-gegen-rechtsruck-und-afd-v2,demos-freitag-100.html"
Fürth,26.01.2024,6000.0,,https://www.nn.de/fuerth/6000-menschen-auf-dem-grunen-markt-demo-gegen-rechts-in-furth-die-bilder-vom-freitagabend-1.13993752
Geisenheim,26.01.2024,2000.0,,"https://www.hessenschau.de/gesellschaft/frankfurt-und-marburg-erneut-tausende-bei-demos-gegen-rechtsruck-und-afd-v2,demos-freitag-100.html"
Göttingen,26.01.2024,600.0,,https://www.sueddeutsche.de/politik/demonstrationen-nordhorn-erneut-tausende-menschen-bei-kundgebungen-gegen-rechts-dpa.urn-newsml-dpa-com-20090101-240126-99-766744
Gräfenberg,26.01.2024,100.0,,https://www.fraenkischertag.de/lokales/forchheim-fraenkischeschweiz/politik/so-war-die-demo-fuer-demokratie-und-gegen-die-afd-in-graefenberg-am-26-januar-art-321183
Gütersloh,26.01.2024,3000.0,,https://www.sueddeutsche.de/politik/demonstrationen-guetersloh-tausende-menschen-bei-demos-gegen-rechts-auf-der-strasse-dpa.urn-newsml-dpa-com-20090101-240126-99-766712
Helmstedt,26.01.2024,2000.0,,https://www.braunschweiger-zeitung.de/helmstedt/article241514408/Demo-gegen-Rechts-Helmstedt-setzt-Zeichen-fuer-Demokratie.html
Herford,26.01.2024,3000.0,,https://www.westfalen-blatt.de/owl/kreis-herford/herford/3000-teilnehmer-demo-gegen-rechts-herford-rathausplatz-2908329?pid=true
Herne,26.01.2024,3000.0,,https://www.sueddeutsche.de/politik/demonstrationen-guetersloh-tausende-menschen-bei-demos-gegen-rechts-auf-der-strasse-dpa.urn-newsml-dpa-com-20090101-240126-99-766712
Hückeswagen,26.01.2024,1015.0,,https://rp-online.de/nrw/staedte/hueckeswagen/hueckeswagen-demonstriert-gegen-rechtsextremismus_aid-105729053
Ingelheim,26.01.2024,1500.0,,https://www.allgemeine-zeitung.de/lokales/kreis-mainz-bingen/ingelheim/rund-1000-menschen-demonstrieren-in-ingelheim-gegen-rechts-3252438
Karlstadt,26.01.2024,250.0,,https://www.radiogong.com/aktuelles/news/lokales/mainfranken-tausende-menschen-bei-anti-rechts-demos
Kleindembach,26.01.2024,180.0,,https://www.zeit.de/news/2024-01/27/demonstration-gegen-rechtsextremismus-in-weimar-gestartet
Königswinter,26.01.2024,800.0,,https://www.ksta.de/region/rhein-sieg-bonn/koenigswinter/800-menschen-demonstrieren-in-koenigswinter-fuer-demokratie-727023
Lemförde,26.01.2024,500.0,,https://www.kreiszeitung.de/lokales/diepholz/lemfoerde-ort48657/kundgebung-gegen-rechts-lemfoerde-menschenwuerde-steht-ueber-allem-demonstration-demokratie-vielfalt-toleranz-92799094.html
Lüchow (Wendland),26.01.2024,200.0,,https://www.ejz.de/lokales/mahnwache-gegen-rechts-hunderte-menschen-luechower-marktplat-id330618.html
Marburg,26.01.2024,800.0,,"https://www.hessenschau.de/gesellschaft/frankfurt-und-marburg-erneut-tausende-bei-demos-gegen-rechtsruck-und-afd-v2,demos-freitag-100.html"
Marktoberdorf,26.01.2024,350.0,,https://www.merkur.de/bayern/schwaben/kaufbeuren-kreisbote/wochenend-auftakt-gemeinsam-gegen-rechts-demo-gegen-rechts-mehrere-hundert-menschen-in-marktoberdorf-92798730.html
Mölln,26.01.2024,300.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehr-als-20-Aktionen-in-SH-gegen-Rechtsextremismus-geplant,demogegenrechts124.html"
Mosbach,26.01.2024,3000.0,,"https://www.rnz.de/region/neckartal-odenwald_artikel,-Mosbach-Rund-3000-Menschen-demonstrieren-fuer-Demokratie-und-Menschenrechte-Plus-Video-und-Bildergal-_arid,1270247.html"
Neuruppin,26.01.2024,1000.0,,https://www.maz-online.de/lokales/ostprignitz-ruppin/neuruppin/neuruppin-1000-menschen-demonstrieren-gegen-afd-und-rechtsextremismus-GYIGDK57BJB77KUMB5FWUXCAGQ.html
Neustadt am Rübenberge,26.01.2024,1000.0,,https://www.haz.de/lokales/umland/neustadt/eindrucke-von-der-demo-gegen-rechts-in-neustadt-MWOZQM36FVCGBJILBTI6ORCWVE.html
Nordhorn,26.01.2024,9000.0,,https://www.gn-online.de/grafschaft/9000-menschen-setzen-in-nordhorn-ein-zeichen-gegen-rechts-525614.html
Northeim,26.01.2024,800.0,,https://www.goettinger-tageblatt.de/lokales/northeim-lk/northeim/demos-gegen-rechts-in-suedniedersachsen-tausende-in-northeim-duderstadt-uslar-heiligenstadt-IODB4NB7HBHQ7NE4SCJNEQKHDY.html
Oberursel,26.01.2024,1500.0,3500.0,https://www.taunus-nachrichten.de/oberursel/nachrichten/oberursel/epinay-platz-reicht-fuer-demo-id156089.html
Oberweier,26.01.2024,1000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/protest-gegen-afd-buergerdialog-in-ettlingen-100.html
Olpe,26.01.2024,1000.0,,https://www.lokalplus.nrw/kreis-olpe/update-1-000-menschen-zeigen-in-olpe-flagge-fuer-demokratie-und-vielfalt-85647
Otterndorf,26.01.2024,300.0,,https://www.news.de/lokales/857545837/polizei-news-aktuell-aus-cuxhaven-am-27-01-2024-versammlung-heute/1/
Parchim,26.01.2024,425.0,,https://www.svz.de/lokales/parchim/artikel/parchim-rund-300-menschen-demonstrieren-gegen-rechts-46347931
Puderbach,26.01.2024,,,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/kreis-neuwied_artikel,-nazis-raus-und-schaemt-euch-hunderte-menschen-in-puderbach-protestieren-gegen-afdtreffen-_arid,2618844.html"
Reutlingen,26.01.2024,5000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/tuebingen/erste-demo-gegen-rechtsextremismus-in-reutlingen-100.html
Rodgau,26.01.2024,300.0,,"https://www.hessenschau.de/gesellschaft/frankfurt-und-marburg-erneut-tausende-bei-demos-gegen-rechtsruck-und-afd-v2,demos-freitag-100.html"
Rosenheim,26.01.2024,1500.0,,https://www.ovb-online.de/rosenheim/rosenheim-stadt/1500-menschen-ziehen-durch-rosenheim-jeden-freitag-protest-gegen-rechts-92800517.html
Rüsselsheim am Main,26.01.2024,1000.0,,"https://www.hessenschau.de/gesellschaft/frankfurt-und-marburg-erneut-tausende-bei-demos-gegen-rechtsruck-und-afd-v2,demos-freitag-100.html"
Saalfeld,26.01.2024,1500.0,,https://www.otz.de/regionen/saalfeld-rudolstadt/article241513922/1500-Menschen-auf-Demo-gegen-Rechtsextremismus-in-Saalfeld.html
Saarbrücken,26.01.2024,7000.0,,https://www.sueddeutsche.de/politik/demonstrationen-saarbruecken-tausende-gehen-gegen-rechts-in-saarbruecken-auf-die-strasse-dpa.urn-newsml-dpa-com-20090101-240126-99-767060
Spiekeroog,26.01.2024,200.0,,https://www.sueddeutsche.de/politik/demonstrationen-nordhorn-erneut-tausende-menschen-bei-kundgebungen-gegen-rechts-dpa.urn-newsml-dpa-com-20090101-240126-99-766744
Springe,26.01.2024,600.0,,https://www.ndz.de/lokales/springe/gegen-rechts-so-lief-die-demo-am-freitagabend-in-springe-4RP7PXPR5VGIROOPNPU2YEAPIE.html
Stadthagen,26.01.2024,1500.0,,https://www.sueddeutsche.de/politik/demonstrationen-nordhorn-erneut-tausende-menschen-bei-kundgebungen-gegen-rechts-dpa.urn-newsml-dpa-com-20090101-240126-99-766744
Uelzen,26.01.2024,320.0,,
Unna,26.01.2024,4000.0,,https://www.hellwegeranzeiger.de/unna/unna-demo-rathaus-markt-demokratie-vielfalt-gegen-afd-w836083-1000994063/
Vreden,26.01.2024,2000.0,,https://www.radiowmw.de/artikel/4500-bis-5000-bei-borkener-demo-1886758.html
Westerstede,26.01.2024,1500.0,,https://www.sueddeutsche.de/politik/demonstrationen-nordhorn-erneut-tausende-menschen-bei-kundgebungen-gegen-rechts-dpa.urn-newsml-dpa-com-20090101-240126-99-766744
Wülfrath,26.01.2024,1000.0,,https://www.radioneandertal.de/artikel/in-wuelfrath-demonstrieren-rund-1000-menschen-1886364.html
Wuppertal,26.01.2024,70.0,,https://www.wz.de/nrw/wuppertal/rund-70-teilnehmer-demonstrierten-auf-der-b7-in-oberbarmen-gegen-die-afd_aid-105895149
Aachen,27.01.2024,20000.0,,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Ahlen,27.01.2024,1000.0,2000.0,https://www.die-glocke.de/regionales/artikel/menschen-demonstrieren-in-beckum-und-guetersloh-gegen-rechts-1706275685
Ahrensburg,27.01.2024,150.0,200.0,https://www.abendblatt.de/region/stormarn/article241471726/Hunderte-protestieren-gegen-AfD-die-verzichtet-auf-Praesenz.html
Aichach,27.01.2024,2200.0,,https://www.aichacher-zeitung.de/aichach-setzt-ein-zeichen/cnt-id-ps-9a21047a-e4a3-4eb4-8dbf-560172024910
Alfeld/Leine,27.01.2024,500.0,,https://hildesheimer-presse.de/2024/01/28/gemeinsam-fuer-demokratie-und-vielfalt-friedliche-versammlung-auf-dem-alfelder-marktplatz/
Altenberge,27.01.2024,2000.0,,https://www.wn.de/muensterland/kreis-steinfurt/altenberge/2000-altenberger-stehen-auf-gegen-rechts-2908559
Aschaffenburg,27.01.2024,650.0,,
Bad Breisig,27.01.2024,300.0,,https://www.blick-aktuell.de/Berichte/300-Menschen-kamen-zur-Demo-578744.html
Bad Driburg,27.01.2024,450.0,,https://www.westfalen-blatt.de/owl/kreis-hoexter/hoexter/demo-in-bad-driburg-450-buerger-nazis-2908575
Bad Honnef,27.01.2024,700.0,,https://honnef-heute.de/214804-2/?utm_content=cmp-true
Bad Salzdetfurth,27.01.2024,200.0,,https://www.hildesheimer-allgemeine.de/meldung/kundgebung-fuer-demokratie-vor-dem-rathaus-in-bad-salzdetfurth-200-menschen-sind-dabei.html
Bad Salzuflen-Schötmar,27.01.2024,700.0,,https://www.lz.de/lippe/lemgo/23767567_Lipper-umarmen-die-Demokratie-in-Lemgo-und-Schoetmar.html
Bad Wünnenberg,27.01.2024,650.0,,https://www.westfalen-blatt.de/owl/kreis-paderborn/bad-wuennenberg/demo-gegen-rechtsextremismus-kurpark-2908798?pid=true
Balingen,27.01.2024,2000.0,,https://www.schwaebische.de/regional/baden-wuerttemberg/live-blog-informationen-und-fotos-zu-demos-gegen-rechtsextremismus-2224553
Bargteheide,27.01.2024,2000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Bassum,27.01.2024,500.0,,
Bautzen,27.01.2024,1500.0,,https://www.saechsische.de/bautzen/2024-demo-rechtsextremismus-bautzen-hauptmarkt-buendnis-teilnehmer-redner-vogt-schuster-lay-cdu-linke-dgb-kirche-5958982.html
Berlin,27.01.2024,900.0,,
Berlin-Pankow,27.01.2024,1200.0,,
Beverstedt,27.01.2024,450.0,,https://www.weser-kurier.de/landkreis-cuxhaven/gemeinde-beverstedt/beverstedt-gegen-rechts-demonstrationsdebuet-mit-96-jahren-doc7tw8l691qm11dxmvk9tg
Biberach an der Riss,27.01.2024,3000.0,,https://www.schwaebische.de/regional/biberach/biberach/tausende-protestieren-in-biberach-friedlich-gegen-rechts-2227923
Bingen,27.01.2024,1200.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
Bitburg ,27.01.2024,2000.0,,https://lokalo.de/artikel/317219/bitburg-demo-gegen-rechtsextremisten-mit-ueber-2000-teilnehmern/
Blankenburg,27.01.2024,300.0,,
Böblingen,27.01.2024,1000.0,2000.0,https://www.szbz.de/nachrichten/boeblingen-ueber-1000-menschen-zeigen-klare-kante-gegen-rechts
Bocholt,27.01.2024,9000.0,,https://www.bbv-net.de/Lokales/Bocholt/Liveticker-zur-Demo-gegen-rechts-in-Bocholt-434953.html
Boizenburg/Elbe,27.01.2024,350.0,,"https://www.svz.de/lokales/boizenburg/artikel/350-teilnehmer-bei-demo-gegen-rechtsextremismus-in-boizenburg-46352943#:~:text=Rund%20350%20Teilnehmer%20zählte%20eine,Demonstration%20gegen%20Rechtsextremismus%20in%20Boizenburg."
Borken,27.01.2024,5000.0,,https://www.radiowmw.de/artikel/4500-bis-5000-bei-borkener-demo-1886758.html
Borkheide,27.01.2024,450.0,,https://www.maz-online.de/lokales/potsdam-mittelmark/demo-gegen-rechts-in-borkheide-OSJIECTCWJFCFF2HXSMM6HUE3I.html
Borkum,27.01.2024,400.0,,https://www.oz-online.de/artikel/1439178/Borkum-setzt-ein-deutliches-Zeichen-gegen-rechts
Brandenburg an der Havel,27.01.2024,1000.0,,https://www.maz-online.de/lokales/brandenburg-havel/1000-menschen-demonstrieren-in-brandenburg-an-der-havel-gegen-rassismus-5MLMUJYG4ZEHTEPCXM6BKELZQU.html
Bruchsal,27.01.2024,1500.0,,https://bnn.de/kraichgau/bruchsal/an-die-1500-teilnehmer-in-bruchsal-das-hier-ist-ein-unfassbares-gefuehl
Brüggen,27.01.2024,600.0,,https://rp-online.de/nrw/staedte/viersen/brueggen-600-menschen-demonstrieren-gegen-extremismus_aid-105796531
Buchholz (Nordheide),27.01.2024,3000.0,,https://www.kreiszeitung-wochenblatt.de/buchholz/c-panorama/geschlossen-gegen-rechts_a307619?
Bünde,27.01.2024,1000.0,,https://www.westfalen-blatt.de/owl/fotos/kreis-herford/demonstration-gegen-rechts-anti-afd-in-buende-2908557?pid=true&npg
Burghausen,27.01.2024,1000.0,,"https://www.br.de/nachrichten/bayern/nie-wieder-ist-jetzt-oberbayern-setzt-zeichen-gegen-rechts,U2ZfE1U"
Burscheid,27.01.2024,350.0,,https://www.rga.de/lokales/rheinisch-bergischer-kreis/demo-in-burscheid-mahnwache-auf-dem-marktplatz-ist-gestartet-JI2BRFQS7NFDXEMP2JJL4XQ7BM.html
Butzbach,27.01.2024,2000.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Chemnitz,27.01.2024,300.0,,https://www.freiepresse.de/chemnitz/kundgebung-gegen-rechts-in-chemnitz-gewoehnung-an-nazis-ist-gefaehrlich-artikel13224171
Cloppenburg,27.01.2024,3000.0,,"https://www.nwzonline.de/cloppenburg-kreis/demo-gegen-rechtsextremismus-in-cloppenburg-3000-menschen-auf-den-strassen-mit-bilderstrecke_a_4,0,4084116681.html#"
Cuxhaven,27.01.2024,4000.0,,https://www.presseportal.de/blaulicht/pm/68437/5701117
Dannenberg,27.01.2024,1000.0,,https://www.ejz.de/lokales/vereint-gegen-rechts-mehr-1000-menschen-demo-dannenberg-id330710.html
Datteln,27.01.2024,2000.0,,https://www.dattelner-morgenpost.de/datteln/datteln-demo-gegen-rechts-protest-afd-remigration-nazis-w836541-p-7000562222/
Deggendorf,27.01.2024,500.0,,https://www.idowa.de/regionen/deggendorf/deggendorf/ueber-500-buerger-bei-gegen-rechts-demo-in-deggendorf-3560706.html
Dillingen an der Donau,27.01.2024,1300.0,,"https://www.br.de/nachrichten/bayern/demos-gegen-rechts-wichtiges-zeichen-fuer-die-demokratie,U2ZGwDv"
Dinslaken,27.01.2024,1000.0,,https://www.nrz.de/staedte/dinslaken-huenxe-voerde/dinslaken-demo-gegen-rechts-die-id241518576.html
Döbeln,27.01.2024,200.0,,https://www.saechsische.de/doebeln/lokales/herz-statt-hetze-in-doebeln-demo-politik-5958989-plus.html
Donaueschingen,27.01.2024,1400.0,,"https://www.suedkurier.de/region/schwarzwald/donaueschingen/die-baar-steht-auf-gegen-rechts;art372512,11877130"
Dornstetten,27.01.2024,400.0,,https://www.schwarzwaelder-bote.de/inhalt.demo-gegen-rechts-mehrere-hundert-menschen-solidarisieren-sich-in-dornstetten.0fb4412d-3ea3-4d14-bf8b-2708f8eb703a.html
Düren,27.01.2024,5000.0,,https://www.radiorur.de/artikel/demo-in-dueren-beendet-1886691.html
Düsseldorf,27.01.2024,100000.0,,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/
Eichwalde,27.01.2024,1000.0,,https://www.maz-online.de/lokales/dahme-spreewald/eichwalde/eichwalde-bis-zu-1000-teilnehmer-bei-demo-gegen-rechtsextremismus-6NSZZJXZ4NHC3KBPYHNHVMCTVI.html
Eisenach,27.01.2024,300.0,,https://www.thueringer-allgemeine.de/regionen/wartburgkreis/article241517502/Zweifacher-Protest-in-Eisenach.html
Ellwangen,27.01.2024,1000.0,,https://www.schwaebische-post.de/ostalb/ellwangen/stadt-ellwangen/demo-in-ellwangen-starkes-zeichen-gegen-rechtsextremismus-92799848.html
Elmshorn,27.01.2024,4000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Emden,27.01.2024,4000.0,,https://nachrichten.ostfriesischer-kurier.de/nachrichten/rund-4000-bei-anti-rechts-demonstration-in-emden-3939.html
Erftstadt,27.01.2024,1400.0,,https://www.rheinische-anzeigenblaetter.de/erftstadt/c-nachrichten/zeichen-fuer-demokratie_a302202
Eschwege,27.01.2024,650.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Eschweiler,27.01.2024,3000.0,,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Espelkamp,27.01.2024,650.0,,https://www.westfalen-blatt.de/owl/kreis-minden-luebbecke/espelkamp/demonstration-fuer-demokratie-in-espelkamp-2908521?pid=true
Frankenberg,27.01.2024,1500.0,2000.0,https://www.hna.de/lokales/frankenberg/frankenberg-eder-ort305273/2000-demonstrieren-in-frankenberg-fuer-die-demokratie-92799928.html
Frankenthal,27.01.2024,1000.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
