Ort,Datum,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl,Link zum Bericht
Ebersberg,28.01.2024,2500.0,3000.0,https://www.merkur.de/lokales/ebersberg/ebersberg-ort28611/demonstration-ebersberg-gegen-rechts-rechtsradikalismus-bunt-statt-braun-repsekt-poing-92800910.html
Eckernförde,28.01.2024,4000.0,,https://www.kn-online.de/lokales/rendsburg-eckernfoerde/maechtiges-bekenntnis-fuer-demokratie-4000-demonstrieren-in-eckernfoerde-G3NSV3OPGBA57NGSGG666Q2H5U.html
Eisenhüttenstadt,28.01.2024,350.0,,https://www.moz.de/lokales/eisenhuettenstadt/demo-in-eisenhuettenstadt-gegen-rechts-ein-freundliches-gesicht-gegen-rechtsextremismus-72898117.html
Esslingen,28.01.2024,4000.0,8000.0,https://www.merkur.de/deutschland/baden-wuerttemberg/tausende-protestieren-gegen-rechts-auch-kretschmann-dabei-zr-92799653.html
Finsterwalde,28.01.2024,600.0,,https://www.rbb24.de/politik/beitrag/2024/01/brandenburg-finsterwalde-demo-anzeigen-afd-politiker-peter-drenske.html
Friedberg,28.01.2024,1500.0,2000.0,https://www.augsburger-allgemeine.de/friedberg/friedberg-kundgebung-in-friedberg-die-menschen-setzen-ein-zeichen-gegen-rechts-id69245866.html
Gardelegen,28.01.2024,300.0,,https://www.volksstimme.de/lokal/gardelegen/friedensdemo-in-gardelegen-bunte-vielfalt-auf-dem-rathausplatz-3776298
Gerolstein,28.01.2024,1200.0,,https://www.swr.de/swraktuell/rheinland-pfalz/trier/demos-gegen-rechts-in-trier-wittlich-konz-bernkastel-idar-oberstein-gerolstein-100-100.html
Goch,28.01.2024,1800.0,,https://rp-online.de/nrw/staedte/goch/die-demo-gegen-rechtsextremismus-in-goch-bilder-und-informationen_aid-105893631
Gronau,28.01.2024,500.0,,https://www.wn.de/muensterland/kreis-borken/gronau/nie-wieder-ist-jetzt-2907780?pid=true
Hallenberg,28.01.2024,500.0,,https://www.wp.de/staedte/altkreis-brilon/500-teilnehmer-bei-demo-gegen-rechtsextremismus-in-hallenberg-id241531808.html
Hamburg,28.01.2024,60000.0,100000.0,https://www.mopo.de/hamburg/liveticker-demo-gegen-rechts-hamburg-sonntag-28-januar-2024/
Haselünne,28.01.2024,500.0,,https://www.noz.de/lokales/haseluenne/artikel/haseluenne-demo-gegen-rechtsradikalismus-am-rathaus-gestartet-46345474
Heppenheim,28.01.2024,4000.0,,"https://www.hessenschau.de/gesellschaft/gegen-rechtsruck-fuer-demokratie-tausende-bei-demos-in-heppenheim-und-kassel-v10,demos-gegen-rechtsextremismus-100.html"
Hoyerswerda,28.01.2024,800.0,,https://www.lr-online.de/lausitz/hoyerswerda/demo-in-hoyerswerda-buerger-skandieren-gegen-afd-_-_hoy-ist-bunt_-72897789.html
Ibbenbüren,28.01.2024,7000.0,,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Kassel,28.01.2024,500.0,,https://www.sueddeutsche.de/politik/extremismus-kassel-demonstration-gegen-rechts-in-kassel-dpa.urn-newsml-dpa-com-20090101-240128-99-783942
Kleinmachnow ,28.01.2024,2000.0,3000.0,https://omasgegenrechts.berlin/2024/01/31/es-ist-nicht-5-vor-12-sondern-5-vor-33/
Konz,28.01.2024,300.0,,https://www.swr.de/swraktuell/rheinland-pfalz/trier/demos-gegen-rechts-in-trier-wittlich-konz-bernkastel-idar-oberstein-gerolstein-100-100.html
Leonberg,28.01.2024,1200.0,,https://www.merkur.de/deutschland/baden-wuerttemberg/tausende-protestieren-gegen-rechts-auch-kretschmann-dabei-zr-92799653.html
Lilienthal,28.01.2024,1000.0,,https://www.weser-kurier.de/landkreis-osterholz/gemeinde-lilienthal/1000-teilnehmer-auf-kundgebung-lilienthaler-stehen-auf-gegen-rechts-doc7twa3d49ygw1hlonnn2q
Lindenberg,28.01.2024,2000.0,,https://www.allgaeuer-zeitung.de/allgaeu/weiler/zur-demo-gegen-rechts-nach-lindenberg-kommen-2000-menschen-aus-dem-ganzen-landkreis-lindau_arid-693101
Lübben,28.01.2024,400.0,,https://www.campact.de/presse/mitteilung/20240128-pm-319_orte_gegen_rechtsextremismus/
Ludwigsburg,28.01.2024,7000.0,,https://www.merkur.de/deutschland/baden-wuerttemberg/tausende-protestieren-gegen-rechts-auch-kretschmann-dabei-zr-92799653.html
Mainburg,28.01.2024,400.0,,https://www.mittelbayerische.de/lokales/landkreis-kelheim/demo-in-mainburg-buerger-zeigen-buntes-gesicht-fuer-vielfalt-und-gegen-rechts-15314483
Melle,28.01.2024,4000.0,,https://www.noz.de/lokales/melle/artikel/liveticker-zur-demonstration-gegen-rechtsextremismus-in-melle-46347720
Metelen,28.01.2024,450.0,,https://www.muensterschezeitung.de/lokales/staedte/metelen/beeindruckendes-zeichen-gegen-rechte-hetze-2908923
Morsbach,28.01.2024,700.0,,https://www.ksta.de/region/demonstration-gegen-rechtsextremis-afd-protest-koeln-bruehl-troisdorf-oberberg-gedenken-holocaustopfer-727309
Mücke,28.01.2024,1000.0,,https://www.giessener-allgemeine.de/vogelsbergkreis/muecke-ort848786/wir-sind-die-mehrheit-92801110.html
Neuendettelsau,28.01.2024,500.0,,https://www.flz.de/article/id/ps-a1e553bc-3aba-4223-af6f-21cdab9cb5b8
Neumünster,28.01.2024,4000.0,,https://www.shz.de/lokales/neumuenster/artikel/neumuenster-grosse-demo-fuer-demokratie-und-gegen-rechtsextremismus-46353563
Neuss,28.01.2024,4000.0,10000.0,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Neustrelitz,28.01.2024,650.0,,https://www.nordkurier.de/regional/neustrelitz/demonstration-fuer-demokratie-und-vielfalt-in-neustrelitz-gestartet-2229580
Nordhausen,28.01.2024,2500.0,,https://www.faz.net/aktuell/politik/inland/mit-mut-jetzt-auch-demos-gegen-rechtsextremismus-im-osten-19479811.html
Nortorf,28.01.2024,400.0,,https://www.shz.de/lokales/mittelholstein-nortorfer-land/artikel/nortorf-und-nuebbel-der-raum-rendsburg-protestiert-gegen-rechts-46355672
Nübbel,28.01.2024,130.0,,https://www.shz.de/lokales/mittelholstein-nortorfer-land/artikel/nortorf-und-nuebbel-der-raum-rendsburg-protestiert-gegen-rechts-46355672
Obernburg,28.01.2024,1500.0,,https://www.main-echo.de/region/kreis-miltenberg/topthemen/demo-gegen-rechtsextremismus-in-obernburg-jetzt-schon-viele-teilnehmer-am-wendelinusplatz-art-8149090
Olpe,28.01.2024,3000.0,,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Oschatz,28.01.2024,250.0,,https://www.mdr.de/nachrichten/sachsen/demos-gegen-rechts-sachsenweit-wochenende-102.html
Pegnitz,28.01.2024,1000.0,,https://www.onetz.de/deutschland-welt/tausende-menschen-demonstrationen-gegen-rechts-erwartet-id4598704.html
Pfeffelbach,28.01.2024,200.0,,"https://www.rheinpfalz.de/lokal/kreis-kusel_artikel,-rund-200-menschen-demonstrieren-gegen-afd-_arid,5605725.html"
Radevormwald,28.01.2024,1200.0,,https://rp-online.de/nrw/staedte/radevormwald/radevormwald-schweigt-nicht-laenger-demo-gegen-rechtsextremismus-auf-marktplatz_aid-105672379
Rangsdorf,28.01.2024,600.0,,https://www.maz-online.de/lokales/teltow-flaeming/rangsdorf/demos-gegen-rechts-in-rangsdorf-und-zossen-mit-600-und-200-teilnehmern-YSJTEQ2R7VEBFLSWTLRVCM56XI.html
Rheda-Wiedenbrück,28.01.2024,4000.0,,https://www.nw.de/lokal/kreis_guetersloh/guetersloh/23760746_Demos-gegen-Rechts-im-Kreis-Guetersloh-4.000-Teilnehmer-am-Sonntag-in-Rheda-Wiedenbrueck-LT.html
Rheinbach,28.01.2024,5000.0,,https://ga.de/region/voreifel-und-vorgebirge/rheinbach/5000-menschen-demonstrieren-in-rheinbach-gegen-rechts_aid-105868813
Ribbeck,28.01.2024,300.0,,https://www.maz-online.de/lokales/havelland/nauen/havelland-starkes-demokratie-bekenntnis-in-ribbeck-und-in-rathenow-CGI4LNIPJ5F57PD32EZFFD6MHM.html
Schleswig ,28.01.2024,3500.0,,https://www.shz.de/lokales/schleswig/artikel/auf-stadtfeld-schleswiger-demonstrieren-gegen-rechtsextremismus-46353081
Schongau,28.01.2024,1400.0,,https://www.merkur.de/lokales/schongau/schongau-ort29421/schongau-1400-menschen-demonstrieren-gegen-rechtsextremismus-92801150.html
Solingen,28.01.2024,5000.0,,https://www.solinger-tageblatt.de/lokales/solingen/fuer-die-demokratie-am-sonntag-28-januar-2024-wird-auch-in-solingen-demonstriert-L7W44Q3ABRACTKOPJH336KYQHM.html
Trier,28.01.2024,10000.0,,https://www.volksfreund.de/region/trier-trierer-land/trier-10000-gegen-rechts-so-war-die-demo-gegen-rechtsextremismus_aid-105979411
Uffenheim,28.01.2024,500.0,,https://www.flz.de/article/id/ps-e3d18635-87c9-40ca-8b5c-524eae63cfa5
Waldkirch,28.01.2024,1500.0,,https://www.badische-zeitung.de/auch-in-waldkirch-demonstrieren-mehr-als-1500-menschen-gegen-rechtsextremismus
Walkenried,28.01.2024,80.0,,https://www.harzkurier.de/lokales/bad-sachsa/article241530118/Demo-in-Walkenried-So-kommt-es-zu-der-Spontan-Aktion-im-Suedharz.html
Wangerooge,28.01.2024,300.0,,"https://www.nwzonline.de/friesland/nordseeinsel-wangerooge-mehr-als-300-menschen-demonstrieren-gegen-rechtsextremismus_a_4,0,4090565343.html"
Wernigerode,28.01.2024,600.0,,
Zwickau,28.01.2024,4000.0,,https://www.tagesschau.de/inland/gesellschaft/demonstrationen-rechtsextremismus-104.html
Bad Belzig,29.01.2024,350.0,,https://www.maz-online.de/lokales/potsdam-mittelmark/bad-belzig/bad-belzig-350-teilnehmer-bei-demo-gegen-rechts-vom-buendnis-flaeming-fuer-alle-LRGIVIW2OFHTFMDF26HSDPP33Y.html
Bad Doberan,29.01.2024,700.0,,https://www.ostsee-zeitung.de/lokales/rostock-lk/bad-doberan/bad-doberan-700-menschen-demonstrieren-gegen-rechts-wir-wollen-nicht-mehr-schweigen-PQZWIZ4F4JB5VBVQ4BTCONEGIM.html
Birkenwerder ,29.01.2024,500.0,,https://www.maz-online.de/lokales/oberhavel/birkenwerder/klares-bekenntnis-fuer-vielfalt-vor-dem-rathaus-birkenwerder-QI2X4WCF6VB27P64NZXA5HMBRE.html
Dresden,29.01.2024,550.0,,https://www.dnn.de/lokales/dresden/demo-dresden-29-01-pegida-zieht-durch-stadt-gegenprotest-lautstark-THXYU4JFNFFDPJW3N3RU4AU4DI.html
Esens,29.01.2024,1500.0,,https://www.oz-online.de/artikel/1439758/Rund-1500-Menschen-bei-Schueler-Demo-gegen-rechts
Geesthacht,29.01.2024,1000.0,,https://www.abendblatt.de/region/kreis-lauenburg/article241536396/Mehr-als-Tausend-Teilnehmer-setzen-Zeichen-gegen-rechts.html
Görlitz,29.01.2024,370.0,,https://www.deutschlandfunknova.de/beitrag/anti-afd-proteste-herausfordernd-demos-gegen-rechts-in-der-provinz
Hattingen,29.01.2024,300.0,,https://www.waz.de/staedte/hattingen/hattingen-die-stimmung-unter-den-demonstranten-wird-rauer-id241540100.html
Herbolzheim,29.01.2024,1000.0,,https://www.badische-zeitung.de/rund-1000-menschen-haben-in-herbolzheim-ein-deutliches-zeichen-gegen-rechtsextremismus-gesetzt
Herzogenaurach,29.01.2024,1500.0,,https://www.fraenkischertag.de/lokales/hoechstadt-herzogenaurach/politik/demonstration-herzogenaurach-mit-1500-teilnehmern-gegen-faschismus-fuer-demokratie-art-321773
Kirchheimbolanden,29.01.2024,500.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-menschen-demonstrieren-in-kirchheimbolanden-gegen-rechtsextremismus-100.html
Kyritz,29.01.2024,300.0,,https://www.maz-online.de/lokales/ostprignitz-ruppin/kyritz/demo-gegen-rechts-in-kyritz-hunderte-teilnehmer-auf-dem-marktplatz-DR7YFGEGTRDEFEYR3PTKYVOOYY.html
Lengerich,29.01.2024,1300.0,,https://www.wn.de/muensterland/kreis-steinfurt/lengerich/1300-lengericher-beziehen-position-2909892?&npg
Leverkusen,29.01.2024,2000.0,,https://www.ksta.de/region/leverkusen/stadt-leverkusen/leverkusen-tausende-menschen-demonstrieren-in-wiesdorf-gegen-rechtsruck-728372
Mauer,29.01.2024,210.0,,"https://www.rnz.de/region/rhein-neckar_artikel,-Mauer-200-Menschen-demonstrieren-gegen-rechts-_arid,1272518.html"
Niederkassel,29.01.2024,1200.0,,https://www.ksta.de/region/rhein-sieg-bonn/niederkassel/demo-in-niederkassel-1200-stimmen-gegen-den-rechtsextremismus-728659
Teltow,29.01.2024,,,
Waldheim,29.01.2024,180.0,,https://www.lvz.de/lokales/mittelsachsen/waldheim/waldheim-soll-eine-bunte-perle-bleiben-afd-aufzug-haelt-dagegen-5M6ZBSGVTRDBVG5DS7VFMGUWYA.html
Zittau,29.01.2024,370.0,,https://www.deutschlandfunknova.de/beitrag/anti-afd-proteste-herausfordernd-demos-gegen-rechts-in-der-provinz
Aurich,30.01.2024,2500.0,,https://www.borkumer-zeitung.de/video/156540/Aurich-Demo-gegen-Rechts
Bad Kreuznach,30.01.2024,2000.0,,https://www.swr.de/swraktuell/rheinland-pfalz/mainz/kundgebung-gegen-rechtextremismus-in-bad-kreuznach-100.html
Bad Oldesloe,30.01.2024,800.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Hunderte-Menschen-demonstrieren-in-SH-erneut-gegen-Rechtsextremismus,demogegenrechts124.html"
Bielefeld,30.01.2024,20000.0,30000.0,https://www.westfalen-blatt.de/owl/bielefeld/grossdemo-gegen-rechts-jahnplatz-sperrung-verkehr-2910135
Fulda,30.01.2024,8500.0,,https://www.osthessen-zeitung.de/einzelansicht/news/2024/januar/demo-live-ticker-heute-grosser-protest-gegen-rechts-in-fulda.html
Haltern,30.01.2024,2000.0,,https://www1.wdr.de/nachrichten/westfalen-lippe/demos-gegen-rechts-haltern-bielefeld-100.html
Hanau,30.01.2024,3000.0,,https://www.gnz.de/lokales/main-kinzig-kreis/stadt-hanau/demo-gegen-rechts-in-hanau-3000-menschen-auf-dem-marktplatz-77P3JHOWHRBULJ6UVHA35FU6DU.html
Harsefeld,30.01.2024,400.0,,https://www.tageblatt.de/Nachrichten/400-Menschen-erhellen-Harsefeld-auf-Kundgebung-gegen-Rechts-379944.html
Haßfurt,30.01.2024,2000.0,,https://www.mainpost.de/regional/hassberge/mahnwache-fuer-demokratie-rund-2000-menschen-zeigen-auf-dem-hassfurter-marktplatz-flagge-gegen-rechts-art-11375430
Hennef,30.01.2024,2000.0,2500.0,https://www.ksta.de/region/rhein-sieg-bonn/hennef/hennef-2000-menschen-setzen-zeichen-gegen-rechtsextremismus-729294
Ilmenau,30.01.2024,2300.0,,https://www.insuedthueringen.de/inhalt.in-ilmenau-2300-gehen-gegen-rechtsextremismus-auf-die-strasse.627de349-de21-4f5f-b9ac-63d0808e05a0.html
Kelkheim,30.01.2024,1200.0,,https://m.facebook.com/story.php?story_fbid=pfbid02LPBJoBey1aUmLgeswQcgPxGZZtc4Qx78hpSDqgtfaDfCNELK18izsxabrvLoyzSpl&id=100064894688460
Kulmbach,30.01.2024,1500.0,2000.0,https://www.kurier.de/inhalt.liveblog-bauern-blockieren-auffahrten-an-a9-und-a70.87b8346f-0fa5-44dd-b805-f1e830b04ae1.html
Leipzig,30.01.2024,3000.0,10000.0,https://www.lvz.de/lokales/leipzig/demo-in-leipzig-tausende-gegen-rechts-und-afd-am-dienstag-in-der-innenstadt-5WKJCAHPMVFZNOSIPYFVHRGWH4.html
Neckarsulm,30.01.2024,1000.0,,https://www.stimme.de/leben/bilder/demonstration-gegen-rechts-in-neckarsulm-cme-3826829
Northeim,30.01.2024,350.0,,https://www.hna.de/lokales/northeim/northeim-ort47320/politische-nachwuchs-organisationen-demonstrieren-gegen-rechtsextremismus-92806250.html
Rheine,30.01.2024,6500.0,,https://www1.wdr.de/nachrichten/westfalen-lippe/demos-gegen-rechts-haltern-bielefeld-100.html
Stralsund,30.01.2024,1200.0,,https://www.n-tv.de/regionales/mecklenburg-vorpommern/Schwesig-auf-Demo-gegen-rechts-im-Alltag-dagegenhalten-article24700597.html
Tönisvorst,30.01.2024,1250.0,1800.0,https://rp-online.de/nrw/staedte/toenisvorst/demonstration-toenisvorst-sendet-klares-zeichen-fuer-demokratie_aid-106110099
Verden (Aller),30.01.2024,3000.0,,https://www.kreiszeitung.de/lokales/verden/verden-ort47274/3000-menschen-gegen-rechts-demonstration-verden-achim-rechtsextremismus-afd-92805373.html
Wedel,30.01.2024,2000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Hunderte-Menschen-demonstrieren-in-SH-erneut-gegen-Rechtsextremismus,demogegenrechts124.html"
Bickenbach,31.01.2024,200.0,,
Delmenhorst,31.01.2024,2000.0,,https://www.weser-kurier.de/stadt-delmenhorst/gute-resonanz-bei-demo-gegen-rechts-in-delmenhorst-2000-teilnehmer-doc7txtwhvjcpk1bqyqkb5i
Ennigerloh,31.01.2024,400.0,500.0,https://www.radiowaf.de/nachrichten/kreis-warendorf/detailansicht/hunderte-menschen-protestieren-in-ennigerloh-und-sassenberg-gegen-rechts.html
Greifswald,31.01.2024,1000.0,,https://www.ostsee-zeitung.de/lokales/vorpommern-greifswald/greifswald/demo-gegen-rechts-in-greifswald-alle-entwicklungen-im-liveticker-R5O2XVTWKBEHLKDWN2HVEW5B6M.html
Kronau,31.01.2024,100.0,,
Nauheim,31.01.2024,500.0,,https://www.echo-online.de/lokales/kreis-gross-gerau/nauheim/nauheim-schweigende-mehrheit-zeigt-flagge-gegen-rechts-3269759
Radolfzell,31.01.2024,1000.0,,"https://www.suedkurier.de/region/kreis-konstanz/radolfzell/ueber-1000-menschen-auf-dem-marktplatz-so-lief-die-demonstration-gegen-rechts-in-radolfzell;art372455,11881652"
Sassenberg,31.01.2024,500.0,,https://www.radiowaf.de/nachrichten/kreis-warendorf/detailansicht/hunderte-menschen-protestieren-in-ennigerloh-und-sassenberg-gegen-rechts.html
Seeheim-Jugenheim,31.01.2024,500.0,,
Siegburg,31.01.2024,2000.0,,https://www.ksta.de/region/rhein-sieg-bonn/siegburg/siegburg-tausende-setzen-zeichen-gegen-rechtsextremismus-730067
Versmold,31.01.2024,1300.0,,https://www.haller-kreisblatt.de/lokal/versmold/23768478_Gross-Demo-in-Versmold-soll-ein-Zeichen-setzen-und-ins-Gruebeln-bringen.html
Bad Freienwalde,01.02.2024,200.0,,https://www.moz.de/lokales/bad-freienwalde/demo-in-bad-freienwalde-gegen-rechts-kurstaedter-setzen-sich-fuer-die-menschenwuerde-ein-72945653.html
Bebra,01.02.2024,800.0,,https://www.hna.de/lokales/rotenburg-bebra/bebra-ort46578/bebra-hersfeld-rotenburg-demos-demonstation-afd-rechte-news-92809317.html
Berlin,01.02.2024,300.0,,https://taz.de/Kundgebung-in-Berlin/!5985983/
Crailsheim,01.02.2024,2500.0,,https://www.swp.de/lokales/crailsheim/demo-gegen-rechts-in-crailsheim-_crailsheim-bleibt-bunt_-_-die-ereignisse-im-liveticker-72932279.html
Freienthal (neben AfD Bürgerdialog),01.02.2024,60.0,,https://www.maz-online.de/lokales/potsdam-mittelmark/brueck/friedliche-und-laute-demo-gegen-rechts-in-freienthal-FDNJW44IMJFD3KGY66LEJJ4XHM.html
Groß-Umstadt,01.02.2024,2500.0,,https://www.echo-online.de/lokales/kreis-darmstadt-dieburg/gross-umstadt/hoechste-zeit-demo-gegen-rechts-in-gross-umstadt-3271517
Hachenburg,01.02.2024,3000.0,,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/westerwaelder-zeitung_artikel,-klares-zeichen-gegen-rechtsextremismus-rund-3000-menschen-demonstrieren-in-hachenburg-_arid,2620804.html"
Hersbruck,01.02.2024,200.0,,https://www.nn.de/region/nuernberger-land/wir-sind-mehr-200-hersbrucker-demonstrieren-gegen-afd-1.14010437
Köln,01.02.2024,1000.0,,https://www.ksta.de/koeln/koelner-innenstadt/koeln-schueler-demonstrieren-gegen-rechtsextremismus-730641
Köthen,01.02.2024,,,
Lage,01.02.2024,500.0,,https://www.radiolippe.de/nachrichten/lippe/detailansicht/lage-500-menschen-demonstrieren-gegen-rechtsextremismus-und-diskriminierung.html
Langeoog,01.02.2024,150.0,,https://www.langeoognews.de/langeoog-aktuell/aktuelles/mein-name-ist-mensch-wir-koennen-dinge-aendern/
Ludwigslust,01.02.2024,300.0,,https://www.svz.de/lokales/ludwigslust/artikel/demo-gegen-rechts-in-ludwigslust-hunderte-menschen-sind-gekommen-46383240
Meinerzhagen,01.02.2024,600.0,,https://www.come-on.de/volmetal/meinerzhagen/demo-gegen-rechts-in-meinerzhagen-mit-hunderten-teilnehmern-auf-otto-fuchs-platz-92809157.html
Naumburg,01.02.2024,700.0,,https://www.mz.de/lokal/naumburg/statement-im-wohnzimmer-700-menschen-setzen-bei-kundgebung-in-naumburg-ein-zeichen-3779998
Ravensburg,01.02.2024,,,https://www.schwaebische.de/regional/oberschwaben/ravensburg/digitale-menschenkette-als-zeichen-gegen-rechts-2241561
Rellingen,01.02.2024,1500.0,,
Saulheim,01.02.2024,1500.0,,https://www.allgemeine-zeitung.de/lokales/kreis-alzey-worms/verbandsgemeinde-woerrstadt/saulheim/viel-zuspruch-fuer-demo-gegen-rechts-in-saulheim-3271528
Schnaittach,01.02.2024,80.0,,https://www.nn.de/region/nuernberger-land/keiner-braucht-euch-hier-schnaittacher-demonstrieren-gegen-info-stand-der-afd-1.14010201
Selm,01.02.2024,270.0,,https://www.ruhrnachrichten.de/selm/mahnwache-fuer-demokratie-in-selm-selm-ist-richtig-schoen-bunt-w838720-2001088928/
Senftenberg,01.02.2024,400.0,,https://www.lr-online.de/lausitz/senftenberg/demo-in-senftenberg-gerangel-mit-afd-politikern-stoert-auftakt-von-friedlichem-protest-72936811.html
Stockach,01.02.2024,300.0,,https://www.wochenblatt.net/stockach/c-nachrichten/rund-300-menschen-demonstrieren-fuer-die-demokratischen-werte_a123758
Waren ,01.02.2024,300.0,,https://www.nordkurier.de/regional/mueritz/300-menschen-treffen-sich-auf-warens-markt-fuer-die-demokratie-2241301
Arnsberg/ Neheim,02.02.2024,3500.0,,https://www.sauerlandkurier.de/hochsauerlandkreis/arnsberg/demonstrationen-fuer-vielfalt-und-demokratie-in-arnsberg-neheim-92806493.html
Aulendorf,02.02.2024,,,
"Barnstorf, Niedersachsen",02.02.2024,150.0,,https://www.kreiszeitung.de/lokales/diepholz/barnstorf-ort49824/etwa-150-barnstorfer-setzen-bei-kundgebung-deutliches-zeichen-gegen-afd-92811959.html
Berlin-Pankow,02.02.2024,,,
Brilon,02.02.2024,1000.0,,https://www.sauerlandkurier.de/hochsauerlandkreis/brilon/brilon-demonstration-demo-gegen-rechts-freiheit-demokratie-respekt-zeichen-92802101.html
Bückeburg,02.02.2024,650.0,,https://www.szlz.de/lokales/schaumburg/500-menschen-setzen-in-bueckeburg-zeichen-fuer-demokratie-und-toleranz-Y5S27DRL4VHFRIG7JXDKXOYWLE.html
Coesfeld ,02.02.2024,3000.0,3500.0,https://www.radiokiepenkerl.de/artikel/coesfeld-demo-gegen-rechts-1893011.html
Dieburg,02.02.2024,500.0,600.0,https://www.echo-online.de/lokales/kreis-darmstadt-dieburg/dieburg/gaensehaut-moment-bei-dieburgs-demo-gegen-rechts-3281509
Forchheim,02.02.2024,1500.0,,https://www.fraenkischertag.de/lokales/forchheim-fraenkischeschweiz/politik/demo-fuer-demokratie-am-2-februar-in-forchheim-so-lief-der-protestzug-ab-art-322754
Friedrichstadt,02.02.2024,250.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html"
Geseke,02.02.2024,3000.0,,https://www.derpatriot.de/artikel/geseke/weil-mein-herz-bunt-schlaegt-3000-menschen-demonstrieren-in-geseke-gegen-rechts.html
Gilching (gegendemo),02.02.2024,500.0,,https://www.merkur.de/lokales/starnberg/kreisbote/ja-zur-demokratie-rund-500-gilchinger-stehen-fuer-ihre-werte-ein-92812076.html
Güstrow,02.02.2024,350.0,,https://www.spiegel.de/politik/deutschland/demonstationen-gegen-rechtsextremismus-selbst-in-den-kleinsten-orten-stehen-die-menschen-auf-a-27fa7c8d-392f-4b63-93a6-42f5715fffca
Herzberg,02.02.2024,,,https://www.goettinger-tageblatt.de/lokales/goettingen-lk/osterode/lichterkette-in-herzberg-zeichen-fuer-demokratie-frieden-gegen-rassismus-PUZKFQQEARH3RBJZ7CKVV2UXOM.html
Hilden,02.02.2024,3500.0,,https://rp-online.de/nrw/staedte/hilden/hilden-menschen-demonstrierten-gegen-rechts_bid-106336507#0
Hockenheim,02.02.2024,600.0,,"https://www.schwetzinger-zeitung.de/orte/hockenheim_artikel,-hockenheim-600-demonstranten-gegen-rechtsextremismus-in-hockenheim-_arid,2172390.html"
Homburg,02.02.2024,500.0,600.0,https://homburg1.de/nie-wieder-ist-jetzt-homburg-setzt-klares-zeichen-fuer-demokratie-und-gegen-rechtsextremismus-187082/
Hüllhorst,02.02.2024,250.0,,https://www.radiowestfalica.de/nachrichten/muehlenkreis/detailansicht/mahnwache-gegen-rechts-in-huellhorst-mit-weit-mehr-als-200-teilnehmenden.html
Kiel,02.02.2024,5000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html"
Lauf a. d. Pegnitz,02.02.2024,2000.0,,https://www.nn.de/region/nuernberger-land/demo-fur-demokratie-lauf-setzt-ein-zeichen-gegen-rechtsextremismus-1.14014606
Lohmar,02.02.2024,3000.0,,https://ga.de/region/sieg-und-rhein/mehr-von-sieg-und-rhein/lohmar-rund-3000-buerger-protestieren-gegen-rechts_aid-106344743
Ludwigsburg,02.02.2024,3000.0,,https://www.stuttgarter-nachrichten.de/inhalt.demokratie-verteidigen-afd-stoppen-3000-ludwigsburger-gehen-auf-die-strasse.07f38d59-8484-4a40-bbc6-92229e91378c.html
Lütjenburg,02.02.2024,300.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html"
Mühlacker,02.02.2024,1000.0,,https://bnn.de/pforzheim/enzkreis/rund-1000-menschen-demonstrieren-in-muehlacker-fuer-die-demokratie
Müllheim im Markgräflerland,02.02.2024,2000.0,,https://www.verlagshaus-jaumann.de/inhalt.muellheim-afd-spricht-eine-gefaehrliche-sprache.5aecfb20-206d-49e6-9079-547d4db0bb1f.html
Nienburg,02.02.2024,1500.0,,https://www.dieharke.de/lokales/nienburg-lk/nienburg/demo-gegen-rechts-in-nienburg-am-freitag-2-februar-alle-informationen-IHC32ZBTLBG2DMVW6HAF5AOZ24.html
Nierstein,02.02.2024,1000.0,,https://www.swr.de/swraktuell/rheinland-pfalz/mainz/demo-gegen-rechtsextremismus-in-nierstein-mit-afd-mann-100.html
Norderstedt,02.02.2024,1600.0,2000.0,https://www.abendblatt.de/region/norderstedt/article241564160/Demo-gegen-rechts-Oberbuergermeisterin-sagt-krank-ab.html
Oldenburg (Holstein) ,02.02.2024,400.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html"
Ostrhauderfehn,02.02.2024,350.0,,https://www.oz-online.de/artikel/1441143/Rund-350-Teilnehmer-bei-Demo-gegen-rechts-in-Ostrhauderfehn
