Ort,Datum,Breitengrad,Längengrad,Bericht_Link,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl
Hattingen,29.01.2024,51.4007175,7.1862486,https://www.waz.de/staedte/hattingen/hattingen-die-stimmung-unter-den-demonstranten-wird-rauer-id241540100.html,300.0,
Herbolzheim,29.01.2024,48.22276,7.7771,https://www.badische-zeitung.de/rund-1000-menschen-haben-in-herbolzheim-ein-deutliches-zeichen-gegen-rechtsextremismus-gesetzt,1000.0,
Herzogenaurach,29.01.2024,49.5683,10.8829,https://www.fraenkischertag.de/lokales/hoechstadt-herzogenaurach/politik/demonstration-herzogenaurach-mit-1500-teilnehmern-gegen-faschismus-fuer-demokratie-art-321773,1500.0,
Kirchheimbolanden,29.01.2024,49.6644306,8.0107385,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-menschen-demonstrieren-in-kirchheimbolanden-gegen-rechtsextremismus-100.html,500.0,
Kyritz,29.01.2024,52.9430648,12.3966896,https://www.maz-online.de/lokales/ostprignitz-ruppin/kyritz/demo-gegen-rechts-in-kyritz-hunderte-teilnehmer-auf-dem-marktplatz-DR7YFGEGTRDEFEYR3PTKYVOOYY.html,300.0,
Lengerich,29.01.2024,52.1887731,7.8508691,https://www.wn.de/muensterland/kreis-steinfurt/lengerich/1300-lengericher-beziehen-position-2909892?&npg,1300.0,
Leverkusen,29.01.2024,51.0314466,6.9776266,https://www.ksta.de/region/leverkusen/stadt-leverkusen/leverkusen-tausende-menschen-demonstrieren-in-wiesdorf-gegen-rechtsruck-728372,2000.0,
Mauer,29.01.2024,49.3393776,8.7998674,"https://www.rnz.de/region/rhein-neckar_artikel,-Mauer-200-Menschen-demonstrieren-gegen-rechts-_arid,1272518.html",210.0,
Niederkassel,29.01.2024,50.8137,7.0351942,https://www.ksta.de/region/rhein-sieg-bonn/niederkassel/demo-in-niederkassel-1200-stimmen-gegen-den-rechtsextremismus-728659,1200.0,
Teltow,29.01.2024,52.4016457,13.2644532,https://www.stadtblatt-online.de/politik/erfolgreich-in-aktion-netzwerk-tolerantes-teltow-kleinmachnow-stahnsdorf/,300.0,
Waldheim,29.01.2024,51.0771,13.0058,https://www.lvz.de/lokales/mittelsachsen/waldheim/waldheim-soll-eine-bunte-perle-bleiben-afd-aufzug-haelt-dagegen-5M6ZBSGVTRDBVG5DS7VFMGUWYA.html,180.0,
Zittau,29.01.2024,50.8960964,14.8064807,https://www.deutschlandfunknova.de/beitrag/anti-afd-proteste-herausfordernd-demos-gegen-rechts-in-der-provinz,370.0,
Aurich,30.01.2024,53.5122853,7.3915284,https://www.borkumer-zeitung.de/video/156540/Aurich-Demo-gegen-Rechts,2500.0,
Bad Kreuznach,30.01.2024,49.8490413,7.8626661,https://www.swr.de/swraktuell/rheinland-pfalz/mainz/kundgebung-gegen-rechtextremismus-in-bad-kreuznach-100.html,2000.0,
Bad Oldesloe,30.01.2024,53.80986023,10.37324715,"https://www.ndr.de/nachrichten/schleswig-holstein/Hunderte-Menschen-demonstrieren-in-SH-erneut-gegen-Rechtsextremismus,demogegenrechts124.html",800.0,
Bielefeld,30.01.2024,52.0191005,8.531007,https://www.westfalen-blatt.de/owl/bielefeld/grossdemo-gegen-rechts-jahnplatz-sperrung-verkehr-2910135,20000.0,30000.0
Fulda,30.01.2024,50.5542328,9.6770448,https://www.osthessen-zeitung.de/einzelansicht/news/2024/januar/demo-live-ticker-heute-grosser-protest-gegen-rechts-in-fulda.html,8500.0,
Haltern,30.01.2024,51.743052,7.187221,https://www1.wdr.de/nachrichten/westfalen-lippe/demos-gegen-rechts-haltern-bielefeld-100.html,2000.0,
Hanau,30.01.2024,50.132881,8.9169797,https://www.gnz.de/lokales/main-kinzig-kreis/stadt-hanau/demo-gegen-rechts-in-hanau-3000-menschen-auf-dem-marktplatz-77P3JHOWHRBULJ6UVHA35FU6DU.html,3000.0,
Harsefeld,30.01.2024,53.45255,9.50199,https://www.tageblatt.de/Nachrichten/400-Menschen-erhellen-Harsefeld-auf-Kundgebung-gegen-Rechts-379944.html,400.0,
Haßfurt,30.01.2024,50.0318698,10.5065562,https://www.mainpost.de/regional/hassberge/mahnwache-fuer-demokratie-rund-2000-menschen-zeigen-auf-dem-hassfurter-marktplatz-flagge-gegen-rechts-art-11375430,2000.0,
Hennef,30.01.2024,50.77535,7.28417,https://www.ksta.de/region/rhein-sieg-bonn/hennef/hennef-2000-menschen-setzen-zeichen-gegen-rechtsextremismus-729294,2000.0,2500.0
Ilmenau,30.01.2024,50.6867695,10.9142385,https://www.insuedthueringen.de/inhalt.in-ilmenau-2300-gehen-gegen-rechtsextremismus-auf-die-strasse.627de349-de21-4f5f-b9ac-63d0808e05a0.html,2300.0,
Kelkheim,30.01.2024,50.14095,8.44917,https://m.facebook.com/story.php?story_fbid=pfbid02LPBJoBey1aUmLgeswQcgPxGZZtc4Qx78hpSDqgtfaDfCNELK18izsxabrvLoyzSpl&id=100064894688460,1200.0,
Kulmbach,30.01.2024,50.1008448,11.4479149,https://www.kurier.de/inhalt.liveblog-bauern-blockieren-auffahrten-an-a9-und-a70.87b8346f-0fa5-44dd-b805-f1e830b04ae1.html,1500.0,2000.0
Leipzig,30.01.2024,51.3406321,12.3747329,https://www.lvz.de/lokales/leipzig/demo-in-leipzig-tausende-gegen-rechts-und-afd-am-dienstag-in-der-innenstadt-5WKJCAHPMVFZNOSIPYFVHRGWH4.html,3000.0,10000.0
Neckarsulm,30.01.2024,49.191133,9.2248391,https://www.stimme.de/leben/bilder/demonstration-gegen-rechts-in-neckarsulm-cme-3826829,1000.0,
Northeim,30.01.2024,51.7643823,9.8583289,https://northeim-jetzt.de/jugend-und-gewerkschaften-gehen-weg-der-einheit-gegen-afd-und-rechtsextremismus/,350.0,
Rheine,30.01.2024,52.2798,7.4374,https://www1.wdr.de/nachrichten/westfalen-lippe/demos-gegen-rechts-haltern-bielefeld-100.html,6500.0,
Stralsund,30.01.2024,54.3096314,13.0820846,https://www.n-tv.de/regionales/mecklenburg-vorpommern/Schwesig-auf-Demo-gegen-rechts-im-Alltag-dagegenhalten-article24700597.html,1200.0,
Tönisvorst,30.01.2024,51.32117,6.49345,https://rp-online.de/nrw/staedte/toenisvorst/demonstration-toenisvorst-sendet-klares-zeichen-fuer-demokratie_aid-106110099,1250.0,1800.0
Verden (Aller),30.01.2024,52.9219073,9.2286737,https://www.kreiszeitung.de/lokales/verden/verden-ort47274/3000-menschen-gegen-rechts-demonstration-verden-achim-rechtsextremismus-afd-92805373.html,3000.0,
Wedel,30.01.2024,53.58214,9.70405,"https://www.ndr.de/nachrichten/schleswig-holstein/Hunderte-Menschen-demonstrieren-in-SH-erneut-gegen-Rechtsextremismus,demogegenrechts124.html",2000.0,
Bickenbach,31.01.2024,50.1264152,7.5266937,,200.0,
Delmenhorst,31.01.2024,53.0481,8.6286,https://www.weser-kurier.de/stadt-delmenhorst/gute-resonanz-bei-demo-gegen-rechts-in-delmenhorst-2000-teilnehmer-doc7txtwhvjcpk1bqyqkb5i,2000.0,
Ennigerloh,31.01.2024,51.835955,8.025599,https://www.radiowaf.de/nachrichten/kreis-warendorf/detailansicht/hunderte-menschen-protestieren-in-ennigerloh-und-sassenberg-gegen-rechts.html,400.0,500.0
Greifswald,31.01.2024,54.095791,13.3815238,https://www.ostsee-zeitung.de/lokales/vorpommern-greifswald/greifswald/demo-gegen-rechts-in-greifswald-alle-entwicklungen-im-liveticker-R5O2XVTWKBEHLKDWN2HVEW5B6M.html,1000.0,
Kronau,31.01.2024,49.219043,8.63288,,100.0,
Nauheim,31.01.2024,49.945214,8.453563,https://www.echo-online.de/lokales/kreis-gross-gerau/nauheim/nauheim-schweigende-mehrheit-zeigt-flagge-gegen-rechts-3269759,500.0,
Radolfzell,31.01.2024,47.7372802,8.9702755,"https://www.suedkurier.de/region/kreis-konstanz/radolfzell/ueber-1000-menschen-auf-dem-marktplatz-so-lief-die-demonstration-gegen-rechts-in-radolfzell;art372455,11881652",1000.0,
Sassenberg,31.01.2024,51.988047,8.040324,https://www.radiowaf.de/nachrichten/kreis-warendorf/detailansicht/hunderte-menschen-protestieren-in-ennigerloh-und-sassenberg-gegen-rechts.html,500.0,
Seeheim-Jugenheim,31.01.2024,49.7598,8.6632,,500.0,
Siegburg,31.01.2024,50.7928,7.2071,https://www.ksta.de/region/rhein-sieg-bonn/siegburg/siegburg-tausende-setzen-zeichen-gegen-rechtsextremismus-730067,2000.0,
Versmold,31.01.2024,52.041675,8.149388,https://www.haller-kreisblatt.de/lokal/versmold/23768478_Gross-Demo-in-Versmold-soll-ein-Zeichen-setzen-und-ins-Gruebeln-bringen.html,1300.0,
Bad Freienwalde,01.02.2024,52.787521,14.0300689,https://www.moz.de/lokales/bad-freienwalde/demo-in-bad-freienwalde-gegen-rechts-kurstaedter-setzen-sich-fuer-die-menschenwuerde-ein-72945653.html,200.0,
Bebra,01.02.2024,50.9835038,9.8388054,https://www.hna.de/lokales/rotenburg-bebra/bebra-ort46578/bebra-hersfeld-rotenburg-demos-demonstation-afd-rechte-news-92809317.html,800.0,
Berlin,01.02.2024,52.5201616,13.3691247,https://taz.de/Kundgebung-in-Berlin/!5985983/,300.0,
Crailsheim,01.02.2024,49.1337,10.0634,https://www.swp.de/lokales/crailsheim/demo-gegen-rechts-in-crailsheim-_crailsheim-bleibt-bunt_-_-die-ereignisse-im-liveticker-72932279.html,2500.0,
Freienthal (neben AfD Bürgerdialog),01.02.2024,52.22896194,12.7147665,https://www.maz-online.de/lokales/potsdam-mittelmark/brueck/friedliche-und-laute-demo-gegen-rechts-in-freienthal-FDNJW44IMJFD3KGY66LEJJ4XHM.html,60.0,
Groß-Umstadt,01.02.2024,49.86477,8.95669,https://www.echo-online.de/lokales/kreis-darmstadt-dieburg/gross-umstadt/hoechste-zeit-demo-gegen-rechts-in-gross-umstadt-3271517,2500.0,
Hachenburg,01.02.2024,50.6595,7.821,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/westerwaelder-zeitung_artikel,-klares-zeichen-gegen-rechtsextremismus-rund-3000-menschen-demonstrieren-in-hachenburg-_arid,2620804.html",3000.0,
Hersbruck,01.02.2024,49.51083,11.43151,https://www.nn.de/region/nuernberger-land/wir-sind-mehr-200-hersbrucker-demonstrieren-gegen-afd-1.14010437,200.0,
Köln,01.02.2024,50.938361,6.959974,https://www.ksta.de/koeln/koelner-innenstadt/koeln-schueler-demonstrieren-gegen-rechtsextremismus-730641,1000.0,
Köthen,01.02.2024,51.74939728,11.97302437,,,
Lage,01.02.2024,51.9914084,8.7919583,https://www.radiolippe.de/nachrichten/lippe/detailansicht/lage-500-menschen-demonstrieren-gegen-rechtsextremismus-und-diskriminierung.html,500.0,
Langeoog,01.02.2024,53.7408705,7.4859169,https://www.langeoognews.de/langeoog-aktuell/aktuelles/mein-name-ist-mensch-wir-koennen-dinge-aendern/,150.0,
Ludwigslust,01.02.2024,53.3300229,11.4993644,https://www.svz.de/lokales/ludwigslust/artikel/demo-gegen-rechts-in-ludwigslust-hunderte-menschen-sind-gekommen-46383240,300.0,
Meinerzhagen,01.02.2024,51.1063495,7.6408956,https://www.come-on.de/volmetal/meinerzhagen/demo-gegen-rechts-in-meinerzhagen-mit-hunderten-teilnehmern-auf-otto-fuchs-platz-92809157.html,600.0,
Naumburg,01.02.2024,51.152,11.8142,https://www.mz.de/lokal/naumburg/statement-im-wohnzimmer-700-menschen-setzen-bei-kundgebung-in-naumburg-ein-zeichen-3779998,700.0,
Ravensburg,01.02.2024,47.7811014,9.612468,https://www.schwaebische.de/regional/oberschwaben/ravensburg/digitale-menschenkette-als-zeichen-gegen-rechts-2241561,,
Rellingen,01.02.2024,53.6514,9.8292,,1500.0,
Saulheim,01.02.2024,49.87242126,8.149113655,https://www.allgemeine-zeitung.de/lokales/kreis-alzey-worms/verbandsgemeinde-woerrstadt/saulheim/viel-zuspruch-fuer-demo-gegen-rechts-in-saulheim-3271528,1500.0,
Schnaittach,01.02.2024,49.55867004,11.34070492,https://www.nn.de/region/nuernberger-land/keiner-braucht-euch-hier-schnaittacher-demonstrieren-gegen-info-stand-der-afd-1.14010201,80.0,
Selm,01.02.2024,51.7005549,7.468614,https://www.ruhrnachrichten.de/selm/mahnwache-fuer-demokratie-in-selm-selm-ist-richtig-schoen-bunt-w838720-2001088928/,270.0,
Senftenberg,01.02.2024,51.51909256,14.00462437,https://www.lr-online.de/lausitz/senftenberg/demo-in-senftenberg-gerangel-mit-afd-politikern-stoert-auftakt-von-friedlichem-protest-72936811.html,400.0,
Stockach,01.02.2024,47.8565551,9.0123849,https://www.wochenblatt.net/stockach/c-nachrichten/rund-300-menschen-demonstrieren-fuer-die-demokratischen-werte_a123758,300.0,
Waren ,01.02.2024,53.5162,12.6819,https://www.nordkurier.de/regional/mueritz/300-menschen-treffen-sich-auf-warens-markt-fuer-die-demokratie-2241301,300.0,
Arnsberg/ Neheim,02.02.2024,51.453022,7.9607716,https://www.sauerlandkurier.de/hochsauerlandkreis/arnsberg/demonstrationen-fuer-vielfalt-und-demokratie-in-arnsberg-neheim-92806493.html,3500.0,
Aulendorf,02.02.2024,47.9528162,9.6409331,,,
"Barnstorf, Niedersachsen",02.02.2024,52.7064,8.4976,https://www.kreiszeitung.de/lokales/diepholz/barnstorf-ort49824/etwa-150-barnstorfer-setzen-bei-kundgebung-deutliches-zeichen-gegen-afd-92811959.html,150.0,
Berlin-Pankow,02.02.2024,52.5979174,13.435316,,,
Brilon,02.02.2024,51.3955721,8.5677743,https://www.sauerlandkurier.de/hochsauerlandkreis/brilon/brilon-demonstration-demo-gegen-rechts-freiheit-demokratie-respekt-zeichen-92802101.html,1000.0,
Bückeburg,02.02.2024,52.2593,9.0521,https://www.szlz.de/lokales/schaumburg/500-menschen-setzen-in-bueckeburg-zeichen-fuer-demokratie-und-toleranz-Y5S27DRL4VHFRIG7JXDKXOYWLE.html,650.0,
Coesfeld ,02.02.2024,51.9383,7.1676,https://www.radiokiepenkerl.de/artikel/coesfeld-demo-gegen-rechts-1893011.html,3000.0,3500.0
Dieburg,02.02.2024,49.8949312,8.8368946,https://www.echo-online.de/lokales/kreis-darmstadt-dieburg/dieburg/gaensehaut-moment-bei-dieburgs-demo-gegen-rechts-3281509,500.0,600.0
Forchheim,02.02.2024,49.7187319,11.0595749,https://www.fraenkischertag.de/lokales/forchheim-fraenkischeschweiz/politik/demo-fuer-demokratie-am-2-februar-in-forchheim-so-lief-der-protestzug-ab-art-322754,1500.0,
Friedrichstadt,02.02.2024,54.376,9.0897,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html",250.0,
Geseke,02.02.2024,51.639532,8.512578,https://www.derpatriot.de/artikel/geseke/weil-mein-herz-bunt-schlaegt-3000-menschen-demonstrieren-in-geseke-gegen-rechts.html,3000.0,
Gilching (gegendemo),02.02.2024,48.1140289,11.2921549,https://www.merkur.de/lokales/starnberg/kreisbote/ja-zur-demokratie-rund-500-gilchinger-stehen-fuer-ihre-werte-ein-92812076.html,500.0,
Güstrow,02.02.2024,53.7936523,12.1759661,https://www.spiegel.de/politik/deutschland/demonstationen-gegen-rechtsextremismus-selbst-in-den-kleinsten-orten-stehen-die-menschen-auf-a-27fa7c8d-392f-4b63-93a6-42f5715fffca,350.0,
Herzberg,02.02.2024,51.6565,10.3428,https://www.goettinger-tageblatt.de/lokales/goettingen-lk/osterode/lichterkette-in-herzberg-zeichen-fuer-demokratie-frieden-gegen-rassismus-PUZKFQQEARH3RBJZ7CKVV2UXOM.html,,
Hilden,02.02.2024,51.167442,6.930727,https://rp-online.de/nrw/staedte/hilden/hilden-menschen-demonstrierten-gegen-rechts_bid-106336507#0,3500.0,
Hockenheim,02.02.2024,49.31778717,8.548429489,"https://www.schwetzinger-zeitung.de/orte/hockenheim_artikel,-hockenheim-600-demonstranten-gegen-rechtsextremismus-in-hockenheim-_arid,2172390.html",600.0,
Homburg,02.02.2024,49.3296,7.3398,https://homburg1.de/nie-wieder-ist-jetzt-homburg-setzt-klares-zeichen-fuer-demokratie-und-gegen-rechtsextremismus-187082/,500.0,600.0
Hüllhorst,02.02.2024,52.2737857,8.6704486,https://www.radiowestfalica.de/nachrichten/muehlenkreis/detailansicht/mahnwache-gegen-rechts-in-huellhorst-mit-weit-mehr-als-200-teilnehmenden.html,250.0,
Kiel,02.02.2024,54.3227085,10.135555,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html",5000.0,
Lauf a. d. Pegnitz,02.02.2024,49.5118,11.2813,https://www.nn.de/region/nuernberger-land/demo-fur-demokratie-lauf-setzt-ein-zeichen-gegen-rechtsextremismus-1.14014606,2000.0,
Lohmar,02.02.2024,50.8378,7.2127,https://ga.de/region/sieg-und-rhein/mehr-von-sieg-und-rhein/lohmar-rund-3000-buerger-protestieren-gegen-rechts_aid-106344743,3000.0,
Ludwigsburg,02.02.2024,48.896141,9.19222,https://www.stuttgarter-nachrichten.de/inhalt.demokratie-verteidigen-afd-stoppen-3000-ludwigsburger-gehen-auf-die-strasse.07f38d59-8484-4a40-bbc6-92229e91378c.html,3000.0,
Lütjenburg,02.02.2024,54.2928257,10.5905485,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html",300.0,
Mühlacker,02.02.2024,48.9489,8.8524,https://bnn.de/pforzheim/enzkreis/rund-1000-menschen-demonstrieren-in-muehlacker-fuer-die-demokratie,1000.0,
Müllheim im Markgräflerland,02.02.2024,47.8099613,7.6257276,https://www.verlagshaus-jaumann.de/inhalt.muellheim-afd-spricht-eine-gefaehrliche-sprache.5aecfb20-206d-49e6-9079-547d4db0bb1f.html,2000.0,
Nienburg,02.02.2024,52.6487602,9.2578105,https://www.dieharke.de/lokales/nienburg-lk/nienburg/demo-gegen-rechts-in-nienburg-am-freitag-2-februar-alle-informationen-IHC32ZBTLBG2DMVW6HAF5AOZ24.html,1500.0,
Nierstein,02.02.2024,49.8710847,8.3365369,https://www.swr.de/swraktuell/rheinland-pfalz/mainz/demo-gegen-rechtsextremismus-in-nierstein-mit-afd-mann-100.html,1000.0,
Norderstedt,02.02.2024,53.6993,10.0009,https://www.abendblatt.de/region/norderstedt/article241564160/Demo-gegen-rechts-Oberbuergermeisterin-sagt-krank-ab.html,1600.0,2000.0
Oldenburg (Holstein) ,02.02.2024,54.29293823,10.88848591,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehrere-Tausend-Menschen-bei-Demos-gegen-Rechtsextremismus,demo4174.html",400.0,
Ostrhauderfehn,02.02.2024,53.1389184,7.6211712,https://www.oz-online.de/artikel/1441143/Rund-350-Teilnehmer-bei-Demo-gegen-rechts-in-Ostrhauderfehn,350.0,
Rosenheim,02.02.2024,47.8539273,12.127262,https://www.rosenheim24.de/rosenheim/rosenheim-stadt/demo-gegen-rechts-rosenheim-probleme-polizei-salingarten-protest-demonstration-92813221.html?cua_uuid=3ba64d24-6d4b-c370-f2ec-82b8f02afec2&utm_source=ro24_menu&utm_medium=ro24_link&utm_campaign=ro24_menu&utm_term=92813221&utm_content=demo-gegen-rechts-rosenheim-probleme-polizei-salingarten-protest-demonstration&_=REunyLgYWe,750.0,1000.0
Salzwedel,02.02.2024,52.8497,11.1515,https://www.mdr.de/nachrichten/sachsen-anhalt/stendal/salzwedel/demo-gegen-rechtsextremismus-schueler-102.html,300.0,
Schwarzenbruck,02.02.2024,49.35526,11.24106,https://www.nn.de/region/nuernberger-land/hotspot-der-hetze-was-die-demo-in-schwarzenbruck-zu-einer-besonderen-macht-1.14017506,500.0,
Simmern/Hunsrück,02.02.2024,49.9835,7.52602,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-afd-veranstaltung-im-hunsrueck-mehr-als-3-000-demonstrierende-erwartet-100.html,4000.0,
Speyer,02.02.2024,49.3166,8.4336,"https://www.schwetzinger-zeitung.de/orte/speyer_artikel,-speyer-fuer-die-demokratie-in-speyer-wird-gegen-rechts-demonstriert-_arid,2172402.html",4500.0,
Stadtsteinach,02.02.2024,50.1616746,11.5055461,https://www.frankenpost.de/inhalt.demo-am-freitagabend-stadtsteinach-zeigt-sich-bunt.ec0b6db7-cd52-433f-9d23-67fa9cc683e0.html,150.0,
Sundern,02.02.2024,51.3254,8.0035,https://www.wp.de/staedte/arnsberg/sunderner-buerger-gehen-fuer-demokratie-auf-die-strasse-id241566958.html,1300.0,
Trier,02.02.2024,49.7596208,6.6441878,https://www.swr.de/swraktuell/rheinland-pfalz/trier/demo-in-trier-gegen-interne-partei-veranstaltung-der-afd-100.html,1000.0,
Viersen,02.02.2024,51.2562118,6.3905476,https://rp-online.de/nrw/staedte/viersen/viersen-hunderte-demonstrieren-fuer-demokratie_aid-106195863,3000.0,
Vlotho,02.02.2024,52.1664861,8.8619172,https://www.nw.de/lokal/kreis_herford/vlotho/23772016_Protest-gegen-rechts-Rund-500-Menschen-gehen-in-Vlotho-auf-die-Strasse.html,500.0,
Waghäusel,02.02.2024,49.248572,8.516277,https://bnn.de/kraichgau/bruchsal/waghaeusel/gemeinsam-gegen-rechts-doppelte-menschenkette-um-das-rathaus-in-waghaeusel,1000.0,
Waltershausen,02.02.2024,50.9013145,10.5653062,https://www.thueringer-allgemeine.de/regionen/gotha/article241566124/Nie-wieder-ist-jetzt-Kleinstadt-im-Kreis-Gotha-zeigt-Gesicht.html,200.0,
Wolfsburg,02.02.2024,52.4205588,10.7861682,https://www.waz-online.de/lokales/wolfsburg/live-vor-wolfsburger-rathaus-500-menschen-demonstrieren-gegen-rechts-US2HSHVNZFB35HTX6RSNEWRIAM.html,500.0,
Aalen,03.02.2024,48.8363,10.0931765,https://www.schwaebische-post.de/ostalb/aalen/stadt-aalen/nie-wieder-ist-jetzt-demo-gegen-rechts-in-aalen-92812680.html,5000.0,
Adenau,03.02.2024,50.3823283,6.9304002,,1000.0,
Ahaus,03.02.2024,52.0761541,7.004876,https://www.muensterlandzeitung.de/ahaus/demo-gegen-rechtsextremismus-tausende-setzen-in-ahaus-ein-starkes-zeichen-w838932-p-9001049062/,6000.0,
Ahrensburg,03.02.2024,53.6599,10.2223,https://www.shz.de/lokales/bargteheide-ahrensburg/artikel/ahrensburg-immer-mehr-teilnehmer-bei-omas-gegen-rechts-46395457,,
Aken,03.02.2024,51.84946823,12.04300117,https://www.mz.de/lokal/koethen/kundgebung-nach-schmierereien-in-aken-redner-verurteilen-rechtsextremismus-und-gewalt-3780483,150.0,
Altena,03.02.2024,51.3015,7.6714,https://lokalstimme.de/blog/2024/02/03/altena-steht-auf-500-menschen-demonstrieren-gegen-faschismus/,500.0,
Aschaffenburg,03.02.2024,49.9740542,9.1493636,https://www.primavera24.de/aktuelles/news/demo-gegen-rechtsextremismus-in-aschaffenburg,1400.0,
Augsburg,03.02.2024,48.3668,10.8986971,https://www.donaukurier.de/nachrichten/bayern/polizei-25000-bei-demo-gegen-rechts-in-augsburg-15359567,25000.0,30000.0
Bad Berleburg/Wittgenstein,03.02.2024,51.05418777,8.393357277,https://www.siegener-zeitung.de/lokales/wittgenstein/demo-in-bad-berleburg-wittgenstein-zeigt-flagge-gegen-rechts-BLHVOZHRSRF4HLYX4GZ7XXDSA4.html,600.0,
Bad Hersfeld,03.02.2024,50.8681341,9.7068481,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v5,proteste-fuer-demokratie-gegen-rechts-100.html",3000.0,
Bad Nauheim,03.02.2024,50.3681107,8.7473608,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v5,proteste-fuer-demokratie-gegen-rechts-100.html",2000.0,
Bad Oeynhausen ,03.02.2024,52.2085,8.801,https://www.westfalen-blatt.de/owl/kreis-minden-luebbecke/bad-oeynhausen/demonstration-protest-demokratie-menschenwuerde-vielfalt-2913043?pid=true,400.0,
Bad Segeberg,03.02.2024,53.9422672,10.3137943,https://www.ln-online.de/lokales/segeberg/mehr-als-1500-teilnehmer-zeigen-flagge-gegen-rechts-in-bad-segeberg-A75PFNTNKVD5FH2HKFB2LJDJTI.html,1500.0,
Bad Wimpfen,03.02.2024,49.2303439,9.1621599,https://www.stimme.de/regional/landkreis-heilbronn/nachrichten/demo-gegen-rechtsextremismus-bad-wimpfen-samstag-art-4885397,600.0,
Bergen auf Rügen,03.02.2024,54.4172673,13.4305634,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Ruegen-Demonstration-in-Bergen-gegen-Rechtsextremismus-,kurzmeldungmv14120.html",300.0,
Berlin,03.02.2024,52.5201616,13.3691247,https://www.tagesschau.de/inland/demos-gegen-rechts-112.html,150000.0,300000.0
Berlin-Spandau,03.02.2024,52.5347694,13.1956287,,,
Birkenfeld,03.02.2024,49.6485939,7.166102409,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028,500.0,
Brake,03.02.2024,53.325611,8.48063,"https://www.ndr.de/nachrichten/niedersachsen/Niedersachsen-Menschen-gehen-gegen-Rechtsextremismus-auf-die-Strasse,rechtspopulismus106.html",800.0,
Bretten - Alice Weidel zu Besuch,03.02.2024,49.0416831,8.7036999,https://bnn.de/kraichgau/bretten/live-ticker-auftritt-von-afd-chefin-alice-weidel-in-bretten-und-mahnwache,1500.0,
Brunsbüttel,03.02.2024,53.897255,9.139542,"https://www.ndr.de/nachrichten/schleswig-holstein/Kein-Marzipan-fuer-Nazis-Tausende-demonstrieren-in-Luebeck,demo4184.html",1000.0,
Burg (Dithmarschen),03.02.2024,53.99708,9.25891,,250.0,300.0
Dahlenburg,03.02.2024,53.186348,10.7383218,https://www.landeszeitung.de/lokales/lueneburg-lk/dahlenburg/demo-gegen-rechts-in-dahlenburg-160-menschen-gehen-auf-die-strasse-L3KMIZNYZRGSZKKNC6DJBC4ZYQ.html,160.0,
Dahn,03.02.2024,49.1493317,7.7802569,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028,350.0,
Darmstadt,03.02.2024,49.872775,8.651177,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v2,proteste-fuer-demokratie-gegen-rechts-100.html",4000.0,
Ditzingen,03.02.2024,49.0,9.06585,https://www.stuttgarter-zeitung.de/inhalt.demo-fuer-demokratie-und-gegen-rechtsextremismus-auch-in-ditzingen-gehen-die-menschen-auf-die-strasse.f9251ff4-a1aa-4c02-bb5f-3fce3e372e5b.html,500.0,900.0
Dresden,03.02.2024,51.0493286,13.7381437,https://www.mdr.de/nachrichten/sachsen/ticker-demo-demokratie-rechtsextremismus-afd-dresden-100.html,30000.0,
Duisburg,03.02.2024,51.434999,6.76,https://www.waz.de/staedte/duisburg/omas-und-kinder-gegen-rechts-500-demonstrieren-in-duisburg-id241569406.html,500.0,
Eckental,03.02.2024,49.582287,11.197192,https://www.wochenklick.de/eckental/c-lokales/demo-fuer-demokratie_a18427,400.0,
Edemissen,03.02.2024,52.387466,10.2590575,https://www.paz-online.de/lokales/peine-lk/edemissen/bildergalerie-von-der-edemisser-kundgebung-gegen-rechts-3BQEQZB3VNHGZB4OSK7NGKYCWQ.html,450.0,
