Ort,Datum,Breitengrad,Längengrad,Bericht_Link,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl
Ahrensburg,27.01.2024,53.6599,10.2223,https://www.abendblatt.de/region/stormarn/article241471726/Hunderte-protestieren-gegen-AfD-die-verzichtet-auf-Praesenz.html,150.0,200.0
Aichach,27.01.2024,48.459148,11.130995,https://www.aichacher-zeitung.de/aichach-setzt-ein-zeichen/cnt-id-ps-9a21047a-e4a3-4eb4-8dbf-560172024910,2200.0,
Alfeld/Leine,27.01.2024,51.986308,9.824747,https://hildesheimer-presse.de/2024/01/28/gemeinsam-fuer-demokratie-und-vielfalt-friedliche-versammlung-auf-dem-alfelder-marktplatz/,500.0,
Altenberge,27.01.2024,52.046837,7.466989,https://www.wn.de/muensterland/kreis-steinfurt/altenberge/2000-altenberger-stehen-auf-gegen-rechts-2908559,2000.0,
Aschaffenburg,27.01.2024,49.9740542,9.1493636,,650.0,
Bad Breisig,27.01.2024,50.5098,7.2984,https://www.blick-aktuell.de/Berichte/300-Menschen-kamen-zur-Demo-578744.html,300.0,
Bad Driburg,27.01.2024,51.7366427,9.0175012,https://www.westfalen-blatt.de/owl/kreis-hoexter/hoexter/demo-in-bad-driburg-450-buerger-nazis-2908575,450.0,
Bad Honnef,27.01.2024,50.644858,7.227253,https://honnef-heute.de/214804-2/?utm_content=cmp-true,700.0,
Bad Salzdetfurth,27.01.2024,52.059514,10.006473,https://www.hildesheimer-allgemeine.de/meldung/kundgebung-fuer-demokratie-vor-dem-rathaus-in-bad-salzdetfurth-200-menschen-sind-dabei.html,200.0,
Bad Salzuflen-Schötmar,27.01.2024,52.0708907,8.7581908,https://www.lz.de/lippe/lemgo/23767567_Lipper-umarmen-die-Demokratie-in-Lemgo-und-Schoetmar.html,700.0,
Bad Wünnenberg,27.01.2024,51.5169114,8.6986809,https://www.westfalen-blatt.de/owl/kreis-paderborn/bad-wuennenberg/demo-gegen-rechtsextremismus-kurpark-2908798?pid=true,650.0,
Balingen,27.01.2024,48.273751,8.855786,https://www.schwaebische.de/regional/baden-wuerttemberg/live-blog-informationen-und-fotos-zu-demos-gegen-rechtsextremismus-2224553,2000.0,
Bargteheide,27.01.2024,53.7279671,10.2618075,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html",2000.0,
Bassum,27.01.2024,52.8495881,8.728382,,500.0,
Bautzen,27.01.2024,51.1813907,14.4275735,https://www.saechsische.de/bautzen/2024-demo-rechtsextremismus-bautzen-hauptmarkt-buendnis-teilnehmer-redner-vogt-schuster-lay-cdu-linke-dgb-kirche-5958982.html,1500.0,
Berlin,27.01.2024,52.5201616,13.3691247,,900.0,
Berlin-Pankow,27.01.2024,52.5979174,13.435316,,1200.0,
Beverstedt,27.01.2024,53.434064,8.818337,https://www.weser-kurier.de/landkreis-cuxhaven/gemeinde-beverstedt/beverstedt-gegen-rechts-demonstrationsdebuet-mit-96-jahren-doc7tw8l691qm11dxmvk9tg,450.0,
Biberach an der Riss,27.01.2024,48.33918,9.7931144,https://www.schwaebische.de/regional/biberach/biberach/tausende-protestieren-in-biberach-friedlich-gegen-rechts-2227923,3000.0,
Bingen,27.01.2024,49.9667,7.9,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html,1200.0,
Bitburg ,27.01.2024,49.9732762,6.524947,https://lokalo.de/artikel/317219/bitburg-demo-gegen-rechtsextremisten-mit-ueber-2000-teilnehmern/,2000.0,
Blankenburg,27.01.2024,51.7902676,10.9551991,,300.0,
Böblingen,27.01.2024,48.684969,9.0113444,https://www.szbz.de/nachrichten/boeblingen-ueber-1000-menschen-zeigen-klare-kante-gegen-rechts,1000.0,2000.0
Bocholt,27.01.2024,51.838271,6.614867,https://www.bbv-net.de/Lokales/Bocholt/Liveticker-zur-Demo-gegen-rechts-in-Bocholt-434953.html,9000.0,
Boizenburg/Elbe,27.01.2024,53.375079,10.7232364,"https://www.svz.de/lokales/boizenburg/artikel/350-teilnehmer-bei-demo-gegen-rechtsextremismus-in-boizenburg-46352943#:~:text=Rund%20350%20Teilnehmer%20zählte%20eine,Demonstration%20gegen%20Rechtsextremismus%20in%20Boizenburg.",350.0,
Borken,27.01.2024,51.844478,6.858328,https://www.radiowmw.de/artikel/4500-bis-5000-bei-borkener-demo-1886758.html,5000.0,
Borkheide,27.01.2024,52.22693,12.863707,https://www.maz-online.de/lokales/potsdam-mittelmark/demo-gegen-rechts-in-borkheide-OSJIECTCWJFCFF2HXSMM6HUE3I.html,450.0,
Borkum,27.01.2024,53.585958,6.69151,https://www.oz-online.de/artikel/1439178/Borkum-setzt-ein-deutliches-Zeichen-gegen-rechts,400.0,
Brandenburg an der Havel,27.01.2024,52.410826,12.549793,https://www.maz-online.de/lokales/brandenburg-havel/1000-menschen-demonstrieren-in-brandenburg-an-der-havel-gegen-rassismus-5MLMUJYG4ZEHTEPCXM6BKELZQU.html,1000.0,
Bruchsal,27.01.2024,49.124118,8.5980244,https://bnn.de/kraichgau/bruchsal/an-die-1500-teilnehmer-in-bruchsal-das-hier-ist-ein-unfassbares-gefuehl,1500.0,
Brüggen,27.01.2024,51.2431,6.1812,https://rp-online.de/nrw/staedte/viersen/brueggen-600-menschen-demonstrieren-gegen-extremismus_aid-105796531,600.0,
Buchholz (Nordheide),27.01.2024,53.324363,9.874939,https://www.kreiszeitung-wochenblatt.de/buchholz/c-panorama/geschlossen-gegen-rechts_a307619?,3000.0,
Bünde,27.01.2024,52.2004727,8.5828944,https://www.westfalen-blatt.de/owl/fotos/kreis-herford/demonstration-gegen-rechts-anti-afd-in-buende-2908557?pid=true&npg,1000.0,
Burghausen,27.01.2024,48.1689863,12.8304816,"https://www.br.de/nachrichten/bayern/nie-wieder-ist-jetzt-oberbayern-setzt-zeichen-gegen-rechts,U2ZfE1U",1000.0,
Burscheid,27.01.2024,51.082472,7.121231,https://www.rga.de/lokales/rheinisch-bergischer-kreis/demo-in-burscheid-mahnwache-auf-dem-marktplatz-ist-gestartet-JI2BRFQS7NFDXEMP2JJL4XQ7BM.html,350.0,
Butzbach,27.01.2024,50.43404,8.67112,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",2000.0,
Chemnitz,27.01.2024,50.8323531,12.918914,https://www.freiepresse.de/chemnitz/kundgebung-gegen-rechts-in-chemnitz-gewoehnung-an-nazis-ist-gefaehrlich-artikel13224171,300.0,
Cloppenburg,27.01.2024,52.846134,8.043878,"https://www.nwzonline.de/cloppenburg-kreis/demo-gegen-rechtsextremismus-in-cloppenburg-3000-menschen-auf-den-strassen-mit-bilderstrecke_a_4,0,4084116681.html#",3000.0,
Cuxhaven,27.01.2024,53.587242,8.884079,https://www.presseportal.de/blaulicht/pm/68437/5701117,4000.0,
Dannenberg,27.01.2024,53.0989,11.0961,https://www.ejz.de/lokales/vereint-gegen-rechts-mehr-1000-menschen-demo-dannenberg-id330710.html,1000.0,
Datteln,27.01.2024,51.65147,7.33859,https://www.dattelner-morgenpost.de/datteln/datteln-demo-gegen-rechts-protest-afd-remigration-nazis-w836541-p-7000562222/,2000.0,
Deggendorf,27.01.2024,48.781411,13.000642,https://www.idowa.de/regionen/deggendorf/deggendorf/ueber-500-buerger-bei-gegen-rechts-demo-in-deggendorf-3560706.html,500.0,
Dillingen an der Donau,27.01.2024,48.6047,10.4951425,"https://www.br.de/nachrichten/bayern/demos-gegen-rechts-wichtiges-zeichen-fuer-die-demokratie,U2ZGwDv",1300.0,
Dinslaken,27.01.2024,51.562362,6.734511,https://www.nrz.de/staedte/dinslaken-huenxe-voerde/dinslaken-demo-gegen-rechts-die-id241518576.html,1000.0,
Döbeln,27.01.2024,51.1167001,13.1166999,https://www.saechsische.de/doebeln/lokales/herz-statt-hetze-in-doebeln-demo-politik-5958989-plus.html,200.0,
Donaueschingen,27.01.2024,47.953419,8.495926,"https://www.suedkurier.de/region/schwarzwald/donaueschingen/die-baar-steht-auf-gegen-rechts;art372512,11877130",1400.0,
Dornstetten,27.01.2024,48.466355,8.501299,https://www.schwarzwaelder-bote.de/inhalt.demo-gegen-rechts-mehrere-hundert-menschen-solidarisieren-sich-in-dornstetten.0fb4412d-3ea3-4d14-bf8b-2708f8eb703a.html,400.0,
Düren,27.01.2024,50.8031684,6.4820806,https://www.radiorur.de/artikel/demo-in-dueren-beendet-1886691.html,5000.0,
Düsseldorf,27.01.2024,51.2254018,6.7763137,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/,100000.0,
Eichwalde,27.01.2024,52.373076,13.621921,https://www.maz-online.de/lokales/dahme-spreewald/eichwalde/eichwalde-bis-zu-1000-teilnehmer-bei-demo-gegen-rechtsextremismus-6NSZZJXZ4NHC3KBPYHNHVMCTVI.html,1000.0,
Eisenach,27.01.2024,50.974713,10.319356,https://www.thueringer-allgemeine.de/regionen/wartburgkreis/article241517502/Zweifacher-Protest-in-Eisenach.html,300.0,
Ellwangen,27.01.2024,48.961598,10.131975,https://www.schwaebische-post.de/ostalb/ellwangen/stadt-ellwangen/demo-in-ellwangen-starkes-zeichen-gegen-rechtsextremismus-92799848.html,1000.0,
Elmshorn,27.01.2024,53.7532486,9.6524559,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html",4000.0,
Emden,27.01.2024,53.3594,7.206,https://nachrichten.ostfriesischer-kurier.de/nachrichten/rund-4000-bei-anti-rechts-demonstration-in-emden-3939.html,4000.0,
Erftstadt,27.01.2024,50.802717,6.803163,https://www.rheinische-anzeigenblaetter.de/erftstadt/c-nachrichten/zeichen-fuer-demokratie_a302202,1400.0,
Eschwege,27.01.2024,51.1733518,10.0680632,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",650.0,
Eschweiler,27.01.2024,50.8175029,6.2630894,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html,3000.0,
Espelkamp,27.01.2024,52.37668,8.62876,https://www.westfalen-blatt.de/owl/kreis-minden-luebbecke/espelkamp/demonstration-fuer-demokratie-in-espelkamp-2908521?pid=true,650.0,
Frankenberg,27.01.2024,51.14348,8.8660519,https://www.hna.de/lokales/frankenberg/frankenberg-eder-ort305273/2000-demonstrieren-in-frankenberg-fuer-die-demokratie-92799928.html,1500.0,2000.0
Frankenthal,27.01.2024,49.54458,8.354006,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html,1000.0,
Frankfurt (Oder),27.01.2024,52.341227,14.549452,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/,4000.0,5000.0
Freiburg im Breisgau,27.01.2024,47.9960901,7.8494005,,150.0,200.0
Freital,27.01.2024,51.00973,13.66107,https://www.mdr.de/nachrichten/sachsen/dresden/dresden-radebeul/freital-afd-rede-gedenken-holocaust-100.html,80.0,
Füssen,27.01.2024,47.5676,10.6993,"https://www.br.de/nachrichten/bayern/demos-gegen-rechts-wichtiges-zeichen-fuer-die-demokratie,U2ZGwDv",500.0,1000.0
Gaggenau,27.01.2024,48.8030291,8.3201799,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/proteste-gegen-rechts-bruchsal-rastatt-100.html,40.0,300.0
Gelnhausen,27.01.2024,50.2028622,9.190486,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",1500.0,
Gelsenkirchen ,27.01.2024,51.5110321,7.0960124,https://www.wa.de/nordrhein-westfalen/demo-demonstration-gelsenkirchen-nrw-afd-rechts-samstag-heute-27-januar-protest-92791627.html,6500.0,
Gera,27.01.2024,50.8772301,12.0796208,https://www.merkur.de/deutschland/thueringen/tausende-gegen-rechtsextremismus-korso-in-gera-zr-92799765.html,400.0,
Glückstadt,27.01.2024,53.787927,9.4238157,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html",500.0,
Göppingen,27.01.2024,48.7031377,9.6541116,https://www.swp.de/lokales/goeppingen/kundgebung-in-goeppingen-1500-menschen-demonstrieren-gegen-rechtsextreme-_-afd-spricht-von-_diffamierung_-72896437.html,1500.0,
Goslar,27.01.2024,51.906,10.4266,"https://www.goslarsche.de/lokales/goslar_artikel,-demo-gegen-rechtsextreme-4000-stimmen-f%C3%BCr-demokratie-_arid,3070799.html",4000.0,
Greven,27.01.2024,52.0929254,7.6120326,https://www.muensterschezeitung.de/lokales/staedte/greven/tausende-stellen-sich-gegen-rechts-2908744?&npg,3500.0,4000.0
Gummersbach,27.01.2024,51.0277658,7.5630545,https://www.ksta.de/region/demonstration-gegen-rechtsextremis-afd-protest-koeln-bruehl-troisdorf-oberberg-gedenken-holocaustopfer-727309,2000.0,
Haltern am See,27.01.2024,51.743052,7.187221,https://www.lokalkompass.de/haltern/c-politik/haltern-steht-auf-fuer-demokratie-respekt-und-vielfalt-und-gegen-rechts-die-afd-hat-hier-keine-chance-mehr_a1926712,5000.0,
Hamburg,27.01.2024,53.56242358,10.05945001,,,
Hamburg-Harburg,27.01.2024,53.4557227,9.9917669,"https://www.mopo.de/hamburg/demo-gegen-rechts-in-hamburg-harburg-1700-teilnehmer/#:~:text=Am%20Samstag%20–%20dem%20Holocaust%2DGedenktag,wurden%20im%20Vorfeld%201500%20Teilnehmende.",1700.0,
Hameln,27.01.2024,52.1039941,9.3561569,https://www.radio-aktiv.de/2024/01/28/hameln-rund-200-demonstrierende-haben-gestern-ein-zeichen-gegen-rechtsextremismus-und-fuer-demokratie-gesetzt/,200.0,
Hankensbüttel,27.01.2024,52.730803,10.60328,,,
Hannover,27.01.2024,52.3744779,9.7385532,"https://www.ndr.de/nachrichten/niedersachsen/Tausende-in-Niedersachsen-auf-Demos-gegen-Rechtsextremismus,rechtspopulismus106.html",1800.0,
Harsewinkel,27.01.2024,51.961715,8.225243,https://www.die-glocke.de/regionales/artikel/menschen-demonstrieren-in-beckum-und-guetersloh-gegen-rechts-1706275685,400.0,
Hechingen,27.01.2024,48.3526,8.9642,https://www.schwarzwaelder-bote.de/inhalt.demo-in-hechingen-starkes-zeichen-fuer-die-demokratie.e19560d4-fde6-47ac-a5ba-f1744a66afc3.html,500.0,
"Heide, Dithmarschen ",27.01.2024,54.194846,9.092901,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html",1500.0,
Heidenheim,27.01.2024,48.676764,10.152923,,,
Heilbad Heiligenstadt,27.01.2024,51.375619,10.138224,https://www.thueringer-allgemeine.de/regionen/eichsfeld/article241518346/Das-Eichsfeld-setzt-ein-Zeichen.html,2000.0,
Herten,27.01.2024,51.594201,7.136807,https://www.recklinghaeuser-zeitung.de/herten/hertens-demo-gegen-rechts-hunderte-kommen-zur-kundgebung-am-otto-wels-platz-w836484-6000553578/,1000.0,
Herzberg Elster,27.01.2024,51.692408,13.235859,"https://www.lr-online.de/lausitz/herzberg/demo-in-herzberg-500-menschen-setzen-zeichen-gegen-rassismus-72896541.html#:~:text=Herzberg%20hat%20am%20Samstagnachmittag%20(27,Schlieben%2C%20Elsterwerda%20oder%20Bad%20Liebenwerda.",500.0,
Hildesheim,27.01.2024,52.1521636,9.9513046,https://www.presseportal.de/blaulicht/pm/57621/5701134,7500.0,
Hochheim am Main,27.01.2024,50.0277,8.3587,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",800.0,
Hof,27.01.2024,50.3219015,11.9178807,https://www.frankenpost.de/inhalt.am-samstag-hof-steht-auf-gegen-rechts.6bd82675-b943-4600-b3f7-b50591cd0643.html,6000.0,
Hofheim,27.01.2024,50.09494,8.42285,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",2000.0,
Holzminden,27.01.2024,51.8197,9.4646,https://meine-onlinezeitung.de/region-aktiv/38597-demo-fuer-demokratie-2400-menschen-zeigen-wie-bunt-holzminden-ist,2400.0,
Hude,27.01.2024,53.109945,8.459799,https://www.dk-online.de/lokales/landkreis-oldenburg/artikel/in-hude-setzen-mehr-als-650-menschen-ein-zeichen-gegen-die-afd-46351612,650.0,
Husum/Nordfriesland,27.01.2024,54.4853638,9.0538156,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehr-als-30000-Menschen-demonstrieren-in-SH-gegen-Rechtsextremismus,demogegenrechts124.html",5000.0,
Idar-Oberstein,27.01.2024,49.7107134,7.3136563,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/nahe-zeitung_artikel,-demonstration-gegen-rechts-mehr-als-1000-menschen-ziehen-durch-idaroberstein-_arid,2619073.html",1000.0,
Idstein,27.01.2024,50.221276,8.269554,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",1500.0,
Ingolstadt,27.01.2024,48.7630165,11.4250395,https://www.donaukurier.de/lokales/ingolstadt/ab-11-uhr-live-im-ticker-breites-buendnis-ruft-zu-demo-auf-ingolstaedter-paradeplatz-auf-15304370,6000.0,
Isny im Allgäu,27.01.2024,47.6926,10.0392,https://www.schwaebische.de/regional/allgaeu/isny/isny-demonstriert-fuer-demokratie-und-vielfalt-2227311,500.0,
Issum,27.01.2024,51.5347321,6.4245085,https://rp-online.de/nrw/staedte/geldern/demo-fuer-demokratie-im-altbierdorf-issum_aid-105950205,700.0,
Jever,27.01.2024,53.573643,7.90207,"https://www.nwzonline.de/friesland/gegen-rechtsextremismus-in-jever-demonstrieren-mehr-als-1500-menschen_a_4,0,4082845482.html",1500.0,
Kaiserslautern,27.01.2024,49.4432174,7.7689951,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html,6000.0,
Kamen,27.01.2024,51.5918019,7.6616804,https://www.hellwegeranzeiger.de/kamen/die-schoensten-bilder-von-der-demo-in-kamen-die-plakatmaler-waren-kreativ-w836178-p-1000994776/,3500.0,
Kempen,27.01.2024,51.363239,6.41824,https://rp-online.de/nrw/staedte/kempen/kempen-rund-2000-demonstrieren-gegen-extremismus_aid-105737059,2000.0,
Kiel,27.01.2024,54.3227085,10.135555,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html",11500.0,15000.0
Kirchheim unter Teck,27.01.2024,48.648055,9.451023,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html,2000.0,
Kitzingen,27.01.2024,49.7339751,10.161216,https://www.mainfranken24.de/aktuelles/news/lokales/unterfranken-friedliche-demonstrationen-fuer-demokratie,1100.0,
Korbach,27.01.2024,51.2743649,8.8720648,https://www.hna.de/lokales/frankenberg/korbach-ort55370/1100-menschen-setzen-in-korbach-zeichen-fuer-die-demokratie-92799951.html,1100.0,
Landsberg am Lech,27.01.2024,48.0514973,10.8737728,https://www.merkur.de/lokales/landsberg-kreisbote/aufstehen-fuer-demokratie-500-in-landsberg-gegen-rechts-92799916.html,2500.0,
Lehnin,27.01.2024,52.3207,12.7459,https://zauche365.de/2024/01/27/lehnin-zeigt-haltung-300-kundgebungsteilnehmer-gegen-rechtsextremismus-und-afd/,300.0,
Lemgo,27.01.2024,52.0280674,8.9012894,https://www.lz.de/lippe/lemgo/23767567_Lipper-umarmen-die-Demokratie-in-Lemgo-und-Schoetmar.html,1500.0,
Leutkirch,27.01.2024,47.827725,10.022922,https://www.schwaebische.de/regional/allgaeu/leutkirch/mehr-als-erwartet-fast-1000-leutkircher-protestieren-gegen-rechts-2227317,1000.0,
Lindau,27.01.2024,47.550753,9.6926624,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e",2000.0,
Lindlar,27.01.2024,51.0186197,7.3779933,https://www.rundschau-online.de/region/oberberg/tausende-oberberger-demonstrieren-gegen-rechtsextreme-727310,700.0,
Lörrach,27.01.2024,47.6121,7.6607,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/demos-gegen-rechtsextremismus-in-suedbaden-100.html,2000.0,4000.0
Lübeck,27.01.2024,53.866444,10.684738,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/,8000.0,
Lüdinghausen,27.01.2024,51.771776,7.444639,https://www.radiokiepenkerl.de/artikel/luedinghausen-demo-gegen-rechts-1886522.html,700.0,
Lüneburg,27.01.2024,53.248706,10.407855,https://www.landeszeitung.de/lokales/lueneburg-lk/lueneburg/gedenkveranstaltung-zur-befreiung-des-kz-auschwitz-birkenau-Z3DW6ZRHPRDGNLZ7W7V5AOZDZ4.html,600.0,
Lünen,27.01.2024,51.6142482,7.5228088,https://www.ruhrnachrichten.de/luenen/2500-menschen-demonstrieren-gegen-rechts-in-luenen-ein-gigantisches-bild-w836518-2001082969/,2500.0,
Mannheim,27.01.2024,49.4892913,8.4673098,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html,20000.0,
Marburg,27.01.2024,50.814781,8.76919,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v7,demos-gegen-rechtsextremismus-100.html",16000.0,
Marienthal,27.01.2024,53.5651302,10.0823813,,,
Marl,27.01.2024,51.6485843,7.0829054,https://www.marler-zeitung.de/marl/tausende-marler-gehen-fuer-toleranz-auf-die-strasse-die-bilder-von-der-demo-gegen-rechts-w836536-p-9000548774/,4000.0,
Mayen,27.01.2024,50.3284,7.2215,https://www.blick-aktuell.de/Politik/Rund-1000-Menschen-setzen-in-Mayen-deutliches-Zeichen-gegen-rechts-578755.html,1000.0,
Memmingen,27.01.2024,47.98677,10.181319,https://www.allgaeuer-zeitung.de/allgaeu/memmingen/nach-demo-gegen-rechts-wir-wollen-weiterhin-in-memmingen-praesent-sein_arid-693293,3300.0,4500.0
Menden,27.01.2024,51.4378,7.7954,https://www.wp.de/staedte/menden/3500-menschen-gehen-in-menden-fuer-demokratie-auf-die-strasse-id241516918.html,3500.0,
Michelstadt,27.01.2024,49.6787,9.0041,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html",1000.0,1500.0
Moers,27.01.2024,51.451283,6.62843,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html,8000.0,
Mössingen,27.01.2024,48.4072,9.0563,"https://www.gea.de/neckar-alb/kreis-tuebingen_artikel,-demos-gegen-rechtsextremismus-in-t%C3%BCbingen-m%C3%B6ssingen-und-hechingen-_arid,6858131.html",800.0,
Neuenhaus,27.01.2024,52.5018937,6.9700071,https://www.gn-online.de/neuenhaus/deutliches-zeichen-auch-in-neuenhaus-1500-demonstranten-525698.html,1500.0,
Neukirchen-Vluyn,27.01.2024,51.441374,6.546764,https://www.mein-krefeld.de/niederrhein/fuer-demokratie-und-gegen-rechts_aid-105947029,2000.0,
Neumarkt i.d.Opf.,27.01.2024,49.27962,11.45947,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e",1500.0,
Neustadt an der Weinstraße,27.01.2024,49.354,8.135,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html,1400.0,
Nordenham,27.01.2024,53.4973636,8.4820227,https://www.nordsee-zeitung.de/Region/Wo-bei-uns-an-diesem-Wochenende-gegen-Rechtsextremismus-demonstriert-wird-187975.html,1500.0,
Oelde,27.01.2024,51.826082,8.145335,https://www.die-glocke.de/regionales/artikel/menschen-demonstrieren-in-beckum-und-guetersloh-gegen-rechts-1706275685,1000.0,
Oer-Erkenschwick,27.01.2024,51.6398512,7.2605914,https://www.stimberg-zeitung.de/oer-erkenschwick/oer-erkenschwick-demonstration-live-afd-rechtsextremismus-protest-kundgebung-w835807-p-10000544648/,600.0,
Offenbach,27.01.2024,50.1055,8.76107,https://www.pfalz-express.de/mahnwache-fuer-die-wuerde-des-menschen-vor-afd-schulungszentrum-in-offenbach-27-januar-2024/,300.0,
Öhringen,27.01.2024,49.200503,9.50244,https://www.swr.de/swraktuell/baden-wuerttemberg/heilbronn/demonstrationen-in-heilbronn-franken-samstag-verkehrsbeeintraechtigungen-verkehr-102.html,2000.0,
Oranienburg,27.01.2024,52.7529379,13.2457591,https://www.moz.de/lokales/oranienburg/demo-gegen-rechts-in-oranienburg-die-infos-zur-kundgebung-_-zeitplan_-route-und-redner-72885315.html,1500.0,
Osdorf,27.01.2024,54.429238,10.015203,https://www.shz.de/lokales/daenischer-wohld/artikel/in-osdorf-300-menschen-bei-mahnwache-gegen-rechtsextremismus-46350604,300.0,
Osnabrück,27.01.2024,52.2719595,8.047635,https://www.noz.de/lokales/osnabrueck/artikel/25000-menschen-feiern-fest-der-demokratie-in-osnabrueck-46322091,25000.0,
Osnabrück,27.01.2024,52.2719595,8.047635,https://www.noz.de/lokales/osnabrueck/artikel/2200-menschen-bei-der-antifaschistischen-demo-in-osnabrueck-46351584,2200.0,
Papenburg,27.01.2024,53.082261,7.39284,https://www.emsvechtewelle.de/demonstration-in-papenburg-gegen-faschismus-und-fuer-vielfalt-und-toleranz/,3000.0,
Passau,27.01.2024,48.574823,13.460974,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e",6000.0,
Pattensen,27.01.2024,52.263626,9.760653,https://www.haz.de/lokales/umland/pattensen/pattensen-mehr-als-300-buerger-demonstrieren-gegen-rechtsextremismus-7VHW27JVTZCVJMA2YLNB6ITKPI.html,300.0,
Plauen,27.01.2024,50.4950632,12.1346523,https://www.freiepresse.de/vogtland/plauen/deutlich-mehr-als-erwartet-1800-menschen-demonstrieren-in-plauen-gegen-rechtsextremismus-artikel13224180,1800.0,
Quedlinburg,27.01.2024,51.7855428,11.1519933,,550.0,
Rastatt,27.01.2024,48.8574,8.2088,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/proteste-gegen-rechts-bruchsal-rastatt-100.html,1200.0,
Rathenow,27.01.2024,52.6063703,12.3382259,https://www.maz-online.de/lokales/havelland/rathenow/in-rathenow-setzen-400-teilnehmer-ein-lautes-signal-fuer-demokratie-und-gegen-rassismus-GA2F6T3GORHLFC56KI4QTA6EGY.html,400.0,
Ratingen,27.01.2024,51.2973,6.8494,https://supertipp-online.de/top/hunderte-demonstrieren-in-ratingen-rote-karten-gegen-rechts-id355805,1500.0,2500.0
Ravensburg,27.01.2024,47.7811014,9.612468,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html,9000.0,
Rees,27.01.2024,51.758124,6.39566,https://www.nrz.de/staedte/emmerich-rees-isselburg/rees-ueber-700-teilnehmer-setzen-zeichen-gegen-rechts-id241521948.html,700.0,
